N,P,K,temperature,humidity,ph,rainfall,label
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
16,29,13,32.31944397,93.67804556,6.1969079439999994,117.6236473,orange
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice
22,17,5,24.12188673,90.72351622,6.945562889,102.83563199999999,orange
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
92,85,51,29.22118628,81.08183635,5.740764682000001,108.86164740000001,banana
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes
70,50,53,37.4620912,90.44967809,6.933809742999999,172.3458448,papaya
3,141,197,21.98141856,91.12719303,6.142803397000001,115.4789148,apple
28,145,202,19.2077707,82.90428409999998,6.4843231889999995,66.83113717,grapes
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
14,67,25,25.28710601,60.85993533,7.2411519360000005,49.37369982,lentil
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
32,141,203,21.25941052,92.84416234,5.821347769,109.06584709999998,apple
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
82,43,38,23.28617173,81.43321641,5.105588355,242.31706290000002,rice
18,12,8,12.59093977,91.81668769,6.2060530720000004,119.39167179999998,orange
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
7,60,25,28.275317100000002,82.76020821,6.3976367089999995,56.04995423,mungbean
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
3,9,35,26.91641934,99.84671638,6.318552972999999,225.63236559999999,coconut
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice
28,75,21,24.774194899999998,50.54621094,6.007508163,114.2821387,pigeonpeas
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea
23,7,34,26.105511800000002,91.52421214,5.852038202,134.1279669,coconut
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
57,64,55,26.68386496,92.95854109999999,6.583760498999999,62.50689682,papaya
111,15,54,27.705837300000002,92.91185695,6.194090172,22.06207161,muskmelon
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
14,139,197,21.72484506,92.83975602,6.056529526,121.69617609999999,apple
107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee
21,63,17,15.77370214,19.230316199999997,5.979973965,108.34414140000001,kidneybeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
94,91,51,29.16093424,76.67484233,5.6180944460000015,109.57594399999999,banana
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans
74,58,18,20.03728219,56.35606753,6.727303282,109.02414099999999,maize
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
15,9,11,11.54785707,94.14861001,7.907956251,108.82891709999998,orange
3,27,44,24.56811204,92.03009222,6.591302797000001,110.96338940000001,pomegranate
95,38,22,19.84939404,61.24500053,5.730617109,100.76892459999999,maize
109,26,45,28.27973674,90.38971208,6.2245354489999976,21.58992507,muskmelon
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
39,28,10,31.34920143,91.48247612,7.1819076729999995,109.15498229999999,orange
84,21,55,28.47090661,94.79453182,6.4942510239999995,21.08484101,muskmelon
61,41,35,24.97178693,79.47557931,6.8429664789999975,195.7571622,jute
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes
75,36,44,23.28081,74.27607475,6.613341342999999,153.7447398,jute
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
5,24,40,24.692258,93.87030088,6.297907578999999,104.67354540000001,pomegranate
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans
24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,19,42,23.83185873,87.84034604,6.3066055279999995,111.2232716,pomegranate
36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee
14,25,40,20.07386547,90.97819712,6.407872061,103.70840550000001,pomegranate
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil
32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,pomegranate
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
101,75,50,26.59386409,81.40740301,6.242528277999999,109.9825551,banana
92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon
106,85,53,27.199459700000002,78.80860679999998,5.91505509,99.72430835,banana
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
94,39,18,23.89114571,57.48775781,5.893093135,102.83019420000001,maize
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana
22,71,17,18.15300153,19.38602098,5.509295379,107.69079640000001,kidneybeans
52,51,53,38.38231475,93.10378595,6.985804083,210.27353459999998,papaya
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean
22,11,29,28.03380598,95.01630593,5.955742971,218.00557129999999,coconut
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
69,64,47,40.21199348,94.50766912,6.993473247000001,186.6762324,papaya
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee
117,32,34,26.2724184,52.12739421,6.758792552,127.17529280000001,coffee
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice
4,6,7,23.01014302,91.11764246,6.708889665,112.67382959999999,orange
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes
94,50,37,25.66585205,80.66385045,6.94801983,209.58697080000002,rice
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes
90,23,54,28.55852465,90.45773041,6.1590208639999995,27.26588346,muskmelon
10,125,196,22.31253665,90.03577124,5.730557448,113.0688155,apple
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
21,6,41,24.88244467,89.39686219,7.086947687,107.19517069999999,pomegranate
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.17091129999999,orange
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
16,70,20,24.80467592,40.1242747,5.6093956,121.56391210000001,pigeonpeas
22,23,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
0,70,21,36.30049702,56.03021253,4.6724370539999995,101.6073988,pigeonpeas
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,kidneybeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
80,45,42,23.1426498,74.99739774,7.3803962620000005,151.9035477,jute
16,143,197,22.61711614,93.51978375,5.90402645,116.92567659999999,apple
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil
89,25,34,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
97,12,47,25.28784623,89.63667876,6.7650949639999975,58.28697664,watermelon
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
97,22,26,23.60567546,59.68849145,6.074190142000001,185.15680590000002,coffee
63,43,19,18.51816776,55.53128131,6.6419063529999995,90.988051,maize
6,9,12,31.08368929,90.14362642,7.0287464060000024,109.68946580000001,orange
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple
44,47,45,38.73218907,94.73613484,6.5794413039999995,218.14214700000002,papaya
20,60,25,27.325420899999997,69.09047809,6.726469087999999,61.19250859,blackgram
101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea
39,24,14,30.55472573,90.90343769,7.189259647,106.07119850000001,orange
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
30,127,204,22.50050273,92.45878335,6.1264365839999995,100.93439029999999,apple
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
120,7,47,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon
77,48,36,25.86705009,84.09985284,7.36008498,154.83908469999997,jute
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
78,58,44,26.80079604,80.88684822,5.108681786,284.4364567,rice
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange
6,18,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
22,55,16,23.793715300000002,68.03209183,6.516317561,49.73922097,lentil
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
21,39,20,27.06179658,52.300317299999996,7.388007482999999,60.74583498,mothbeans
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
17,43,22,30.06142622,45.90067655,5.498340807999999,41.055091499999996,mothbeans
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
31,62,52,33.7960155,93.00754254,6.99104104,182.02680700000002,papaya
18,79,20,20.27514686,23.235360399999998,5.877347515,139.7521543,kidneybeans
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
29,22,43,19.66329768,87.95158129,5.561851831,106.03808049999999,pomegranate
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
74,35,40,26.49109635,80.15836264,6.980400905,242.86403419999996,rice
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas
69,37,42,23.05804872,83.37011772,7.073453503,251.05499980000002,rice
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea
34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil
108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
67,46,44,26.82489244,78.20392774,7.093328631,153.91998069999997,jute
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
56,59,55,37.03551903,91.79430166,6.551892637999999,188.51814219999997,papaya
101,17,55,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon
32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
48,62,47,25.34756111,93.02871078,6.803094965,174.40123369999995,papaya
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans
109,23,25,25.11711046,68.48030408,7.00733163,194.87734790000002,coffee
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
108,23,51,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.67309419999998,rice
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
69,51,23,22.21738222,72.85462807,6.80163854,106.62131570000001,maize
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
10,136,204,21.19852186,92.15595143,6.276198595,105.85543510000001,apple
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes
22,62,16,34.6455408,54.32342534,4.828936119,180.90099980000002,pigeonpeas
35,30,34,28.297476399999997,95.41122824,6.141502001,182.4482352,coconut
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee
8,7,10,28.262048800000002,91.98317355,6.929216014,105.21322590000001,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
11,71,24,21.14011423,22.718235500000002,5.6066203460000015,141.6056722,kidneybeans
126,50,19,24.69457084,81.7358876,6.6287228360000015,78.58494391,cotton
91,7,52,25.07803672,83.46230461,6.4050542429999995,56.39962921,watermelon
112,73,48,29.24406380000001,77.32017166,5.7074889870000005,90.66727868,banana
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana
95,16,46,27.076726500000003,90.14362622,6.74669542,24.4514648,muskmelon
37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice
39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
36,56,20,25.4123765,49.66474269,7.4370782360000005,31.87416982,mothbeans
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
31,55,22,22.91350245,21.33953114,5.8731718939999995,109.22555600000001,kidneybeans
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
33,60,15,28.95172351,81.67085323,6.5108409279999995,56.51103293,mungbean
94,53,40,20.27774362,82.89408619,5.718627177999999,241.97419490000001,rice
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
119,90,48,28.66725136,79.59242542,5.986442306,118.25834409999999,banana
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
93,41,17,25.6217169,66.50415474,6.047906679,105.46547029999999,maize
9,80,19,21.80619564,18.57086554,5.945465949,125.09726869999999,kidneybeans
101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
92,81,52,28.010680400000002,76.52808057,5.891413895,103.70407829999999,banana
63,41,45,25.29781791,86.88705350000002,7.121933578999999,196.6249511,jute
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
27,30,31,28.98545306,90.73966792,5.7181203929999995,148.8398374,coconut
105,56,15,25.96779712,81.97904282,7.272316208999999,74.14169043,cotton
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
126,46,25,24.43847399,81.69801729,6.7574579429999995,60.79645852,cotton
10,56,16,28.17432665,81.04554836,6.8281874989999976,36.35720652,mungbean
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
19,122,202,23.34467359,90.37981478,5.811975094,112.89540159999999,apple
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
102,11,47,27.98780984,92.78226196,6.504906978999999,27.14509034,muskmelon
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
135,43,16,23.47986888,81.73049149,6.720449769,86.76287924,cotton
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
27,56,20,19.25975367,20.51346956,5.5426901189999995,94.9533526,kidneybeans
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil
35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes
9,8,15,14.34320488,94.35734702,7.994465371,110.22231229999998,orange
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
33,77,15,23.89736406,66.32102048,7.8022124370000006,40.74536757,lentil
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
