시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,평균 속도,평균 소요 시간,평균 기온,일강수량,평균 풍속,월,일,년
0,16,289677.498,37599.296,204515.31,531792.1039999999,37.37,33.0,16.1,0.0,2.2,4,19,2019
0,18,369765.213,48794.73,146826.90300000002,565386.8470000001,39.045,30.455,19.3,39.5,2.6,6,5,2018
1,32,233708.737,14307.63,101179.351,349195.718,34.0,35.4,16.4,0.0,1.3,10,10,2019
0,39,301953.587,19723.123,163997.68099999998,485674.391,42.7,47.75,4.5,7.5,7.6,2,16,2020
0,22,184231.163,20553.816000000006,107855.845,312640.82399999996,49.0,43.5,-0.7,0.0,4.8,11,22,2018
0,22,168695.242,12334.343,139946.861,320976.446,48.278,43.778,0.0,0.0,0.0,1,14,2018
0,28,46114.435,15320.513,117112.51800000001,178547.467,55.857,36.571,4.3,0.0,1.3,12,31,2019
0,1,271463.13,24537.938,209929.802,505930.869,48.674,50.37,16.125,2.0,3.025,10,22,2019
1,32,232415.358,14824.438999999995,119591.195,366830.992,30.0,36.1,28.9,0.0,2.2,8,7,2018
1,35,210013.62300000002,13574.863000000001,137837.708,361426.195,28.25,29.5,2.9,0.0,2.4,12,15,2018
0,18,352935.205,31655.882,160084.55599999998,544675.644,39.429,31.238000000000003,9.8,0.0,1.4,3,12,2018
1,5,779493.043,77724.8,526497.337,1383715.18,52.169,50.854,9.225,0.0,3.725,5,1,2019
1,8,71837.057,7743.513000000001,90786.96800000001,170367.538,30.44400000000001,23.111,23.1,0.0,3.1,7,6,2019
1,33,440754.731,34319.649,268828.558,743902.938,49.246,59.971,18.45,0.0,3.2,6,15,2019
1,2,199211.902,36388.047,227691.549,463291.49799999996,33.667,34.0,26.1,0.0,2.4,8,5,2019
0,20,117304.336,6079.898,70240.658,193624.892,38.778,27.778,15.5,0.0,2.5,10,28,2018
1,17,570857.946,36882.22,189901.98,797642.146,36.03,32.273,18.233,22.5,1.6669999999999998,7,13,2019
0,6,81292.003,18410.859,71409.038,171111.9,40.484,20.355,11.5,35.0,1.2,1,22,2020
1,12,232614.27399999998,50485.54,303581.939,586681.753,28.364,31.909,22.6,1.0,2.2,9,15,2018
1,33,444552.18299999996,37029.568999999996,260374.28600000002,741956.0390000001,50.347,62.75,8.45,1.0,4.4,3,16,2018
1,3,434748.56299999997,56141.789000000004,284560.693,775451.045,51.1,44.2,5.132999999999999,0.0,4.9,12,18,2019
0,16,268146.42,15412.122,233133.525,516692.06700000004,39.37,32.741,8.9,0.0,2.1,2,5,2019
1,2,153419.355,39032.029,182595.238,375046.62100000004,30.75,23.625,10.9,18.5,2.3,12,20,2018
1,7,1061893.935,94456.74,555475.846,1711826.521,39.962,35.472,5.6,0.0,2.2,11,25,2018
1,13,610396.166,41536.555,223546.866,875479.587,26.909,44.0,23.5,16.0,3.5,9,4,2018
0,30,43123.554000000004,8150.393,86733.314,138007.261,56.25,30.375,13.0,3.0,2.0,11,24,2018
0,39,287387.654,22660.101000000002,199538.203,509585.959,47.435,57.13,4.0,0.0,5.0,1,3,2018
1,10,96863.898,20091.058999999997,148954.689,265909.645,35.75,25.25,21.8,88.5,2.1,6,26,2019
0,6,84020.284,27324.98,91859.43800000001,203204.702,42.5,19.538,17.1,32.0,4.2,4,23,2019
0,26,85496.364,6899.726,32514.92,124911.01,39.6,20.2,0.575,0.0,3.4,2,1,2019
0,14,228862.33899999998,15566.032,121290.87599999999,365719.24700000003,45.703,32.838,6.3,0.0,2.4,2,23,2020
0,0,209721.687,25944.998,100682.754,336349.44,44.646,29.458,17.6,0.0,1.8,5,20,2019
0,18,392899.06299999997,28278.075,155723.429,576900.568,39.095,30.476,16.4,0.0,2.7,10,21,2018
1,34,152966.793,24407.557,156856.89800000002,334231.248,31.2,48.8,5.2,0.0,1.9,1,15,2018
1,5,798613.17,83003.22200000001,454057.0770000001,1335673.469,51.57,51.409,7.36,0.0,4.46,3,23,2020
1,25,269944.959,39163.931000000004,260123.89,569232.78,33.75,45.562,20.1,1.0,3.7,9,11,2018
1,38,25357.152000000002,4969.081,97431.036,127757.26800000001,35.556,46.389,8.8,2.0,1.8,3,18,2019
1,25,320861.01,22737.589,286602.248,630200.848,34.938,43.062,14.6,3.5,2.4,4,7,2019
1,37,34268.226,6239.266,52223.268,92730.759,34.25,22.5,8.0,0.0,3.4,4,4,2020
0,26,76787.547,4991.347,38757.84,120536.734,40.4,21.667,22.667,0.0,2.267,8,30,2019
0,36,72274.795,14578.9,166126.77800000002,252980.474,47.812,49.75,18.6,0.0,1.1,10,20,2019
1,5,757543.7390000002,59603.137,693847.65,1510994.5259999996,51.843,51.135,14.025,0.0,2.525,5,5,2019
0,20,109909.424,11859.716,69449.412,191218.552,38.444,29.333,11.5,0.0,1.2,11,1,2018
1,24,1131535.826,123927.26400000001,591369.189,1846832.279,36.483,36.494,8.3,0.0,1.2,3,12,2018
0,9,62504.02099999999,7135.823,62355.23,131995.074,47.789,27.632,19.9,3.0,1.4,6,18,2019
1,23,133376.834,9204.049,82896.967,225477.85,51.57100000000001,44.786,6.3,0.0,5.4,3,23,2019
1,8,69174.379,8169.474,71497.59599999999,148841.449,26.889,20.778,24.8,0.0,1.8,9,6,2018
1,2,151626.395,16953.897,225435.98899999997,394016.281,36.111,26.556,9.0,17.5,3.8,1,26,2020
1,33,483163.834,37780.724,193741.24399999998,714685.802,48.957,60.797,9.75,2.25,4.7,3,27,2020
1,21,293935.734,25074.287999999997,149346.487,468356.50899999996,52.176,54.382,14.167,0.833,3.533,3,25,2020
1,7,1055033.88,157027.207,615215.436,1827276.524,37.981,38.151,-0.3,1.0,1.8,12,26,2018
0,30,43830.779,9919.077,81008.464,134758.32,57.75,30.0,12.6,13.5,2.5,12,20,2018
1,34,157545.96,17067.355,169426.21300000002,344039.529,31.2,48.8,9.4,0.0,5.2,10,27,2018
1,24,1184525.358,81077.18,481289.44200000004,1746891.98,42.988,27.523000000000003,21.2,2.0,3.5,7,21,2019
0,9,64910.934,3791.95,94223.59199999999,162926.476,47.526,28.737,24.1,0.0,1.3,9,28,2019
1,2,154974.268,21469.81,183365.301,359809.37899999996,32.5,21.0,22.7,60.0,1.8,6,30,2018
1,11,456755.982,21070.702999999998,115192.25300000001,593018.939,30.143,18.571,22.433000000000003,10.667,3.9,8,17,2018
1,12,213101.49399999998,64225.609000000004,335233.52,612560.623,35.583,29.167,19.0,0.0,2.7,9,25,2019
0,22,220127.18,19195.862,103978.981,343302.023,50.75,40.15,2.7,0.0,2.5,12,11,2019
1,37,28224.125,6878.973000000001,60981.86900000001,96084.96699999999,28.25,25.75,6.8,0.0,3.3,12,18,2018
1,38,27463.085,5133.5,105932.403,138528.987,39.053,34.263000000000005,7.1,2.5,6.0,1,8,2020
0,40,373740.044,24167.612999999998,197690.21300000002,595597.87,52.667,51.778,26.967,0.0,2.9,8,17,2019
1,32,218438.198,13453.735,124520.13699999999,356412.07,29.75,35.15,27.5,0.0,3.0,7,30,2018
1,37,34400.591,8233.721,74135.571,116769.883,26.75,25.75,-3.8,0.0,3.5,1,26,2018
1,25,332784.413,36857.886,245797.68300000002,615439.9820000001,35.467,46.0,6.9,0.0,2.4,4,6,2020
1,32,189475.022,10656.66,131137.381,331269.063,29.7,35.9,15.2,0.0,1.7,4,21,2018
1,32,233140.099,15265.278999999999,104634.135,353039.513,33.4,36.5,26.6,94.5,3.6,8,27,2019
0,14,243748.995,16683.291,108603.58300000001,369035.869,44.94600000000001,34.0,9.1,0.0,4.3,4,5,2020
1,3,466863.959,34331.315,382056.86299999995,883252.1379999998,51.45,43.95,1.067,0.0,3.367,1,1,2020
1,31,146378.239,10714.344,98848.507,255941.08899999998,35.0,16.5,3.3,0.0,2.1,2,13,2019
0,0,196323.46300000002,16673.326,102291.757,315288.54600000003,45.878,30.463,15.2,0.0,1.5,4,28,2018
0,0,213580.87399999998,15999.046,101046.433,330626.353,46.048,29.357,6.9,0.0,1.4,12,15,2018
1,37,31854.009,7151.731,52812.419,91818.159,34.5,22.75,9.4,0.0,2.1,4,10,2020
0,28,53210.755,14038.661,87572.774,154822.19,56.714,36.429,13.5,0.0,1.2,4,7,2020
0,30,50068.013,11095.617,103533.116,164696.74599999998,58.375,29.25,7.0,0.0,1.2,2,14,2019
0,30,48518.88400000001,5688.33,95181.771,149388.986,54.125,35.5,12.0,45.0,2.9,12,29,2019
0,19,379455.545,62499.115,231480.91100000002,673435.571,50.429,45.75,6.1,0.0,3.8,2,20,2019
1,27,1185520.518,123548.13699999999,617387.86,1926456.515,28.538,38.538,5.1,0.0,2.6,3,10,2018
0,19,252106.39899999998,46651.164000000004,207649.565,506407.12799999997,50.857,45.0,22.5,17.5,1.8,6,29,2018
1,32,231405.641,13459.36,103899.543,348764.544,34.0,36.45,19.3,0.0,1.7,9,23,2019
0,39,285179.057,19628.238999999998,232271.17,537078.466,48.048,57.238,8.3,2.5,4.8,12,23,2018
1,37,28257.037,6915.458000000001,61363.935,96536.431,28.0,25.0,9.1,0.0,4.4,3,21,2019
1,31,138180.027,14970.889,96157.224,249308.14,32.5,18.833,11.6,0.5,3.2,11,9,2018
1,35,222027.12399999998,13784.157,159494.448,395305.72799999994,31.125,25.5,3.8,0.0,2.5,2,4,2019
0,29,155326.811,14700.66,139047.416,309074.887,40.542,14.958,7.4,0.0,1.8,1,3,2018
1,21,274913.252,48116.715,189982.664,513012.631,53.125,41.125,22.167,0.0,2.3,6,4,2018
1,13,606046.243,36296.35,229011.72199999998,871354.316,30.636,26.727,7.8,5.5,2.7,3,18,2019
0,39,283734.685,24352.216,233792.807,541879.708,46.762,59.429,6.3,0.0,3.9,1,24,2019
1,35,207591.62600000002,18799.803,148277.13,374668.55799999996,27.375,30.375,21.4,31.0,3.4,7,6,2018
0,22,179072.72199999995,16044.766000000001,121581.205,316698.693,48.778,43.333,16.2,0.0,2.0,9,5,2018
1,25,317877.724,37533.513999999996,248759.76899999997,604171.007,35.0,44.733,10.0,1.0,3.1,3,27,2020
1,3,441318.052,39267.596,324166.305,804751.953,50.82899999999999,48.057,18.1,0.0,3.167,6,13,2018
0,30,47907.484000000004,6398.081,114061.034,168366.599,55.75,34.0,9.7,34.5,4.9,1,27,2020
1,5,797031.555,72191.152,386374.843,1255597.55,51.355,52.269,5.36,0.0,5.0,4,21,2020
1,17,529221.251,75382.674,197019.182,801623.1070000002,31.846,38.962,18.933,0.0,1.733,6,8,2018
1,3,483665.61100000003,34701.035,267540.842,785907.488,52.225,43.2,4.0,0.0,2.4,2,2,2020
1,35,214733.95899999997,18753.052,162390.454,395877.465,26.375,30.375,-4.1,1.5,3.2,1,24,2018
0,18,379226.315,41231.817,167004.016,587462.1479999999,38.619,31.762,23.7,0.0,0.9,9,18,2018
1,2,181784.86399999997,32920.212,232229.238,446934.314,33.111,34.333,26.5,0.0,2.2,7,29,2019
0,19,293618.659,47114.32700000001,199017.38100000002,539750.3670000001,51.107,45.536,19.3,0.0,2.0,9,27,2018
1,23,121983.993,7338.465,157614.404,286936.86199999996,51.143,44.893,7.25,0.0,1.65,2,5,2019
1,11,430952.27200000006,23635.034,107216.74,561804.045,30.857,17.570999999999998,15.533,7.832999999999997,4.767,5,23,2018
1,15,817098.118,168987.178,438730.75700000004,1424816.052,37.37,68.593,19.2,1.833,3.5,9,11,2018
1,35,217339.914,12554.937,174643.07100000005,404537.922,36.125,24.75,8.5,0.0,1.8,1,24,2020
0,14,194560.83899999998,19139.348,150908.798,364608.98600000003,49.875,32.531,9.6,0.5,3.6,2,28,2019
0,14,214820.897,21740.937,110613.244,347175.078,45.081,33.541,5.9,0.0,3.6,1,31,2020
0,28,47825.732,17897.745,109427.9,175151.37699999998,59.286,32.857,19.5,0.0,1.4,6,1,2018
1,21,274779.54600000003,21550.587000000003,177820.93,474151.064,52.5,42.188,13.0,0.0,1.467,11,3,2018
1,27,1309750.382,114326.041,481188.469,1905264.892,29.115,36.885,19.3,54.5,5.7,10,6,2018
1,23,136407.2,12153.353000000001,76604.864,225165.418,51.429,44.679,7.15,0.0,1.7,3,14,2019
0,40,377836.92299999995,23206.472999999998,160552.164,561595.559,54.529,46.235,11.633,6.3329999999999975,2.567,3,18,2019
0,20,122185.661,7511.605,61345.96900000001,191043.235,38.333,28.111,23.2,86.5,8.1,8,23,2018
0,22,205405.38100000002,14556.501,125678.74,345640.62200000003,48.55,42.8,0.0,0.0,0.0,10,4,2019
1,15,912084.078,218623.33399999997,339114.976,1469822.388,37.481,68.96300000000001,13.033,2.333,2.3,11,7,2018
1,31,131171.372,15421.388,98196.32699999999,244789.087,39.833,19.0,21.7,0.0,2.2,6,27,2019
0,39,277484.722,24611.546000000002,198583.282,500679.549,46.857,59.381,12.4,0.5,5.8,3,21,2019
0,18,345872.49700000003,46156.9,149102.946,541132.344,39.286,30.905,13.5,0.0,1.7,4,17,2018
1,8,75759.832,5865.021,69262.349,150887.203,25.667,22.0,4.8,1.5,3.1,2,10,2018
1,12,220390.543,50277.417,247800.948,518468.908,27.818,31.364,12.8,0.0,2.7,3,13,2018
1,35,208726.139,13489.253,135871.633,358087.026,36.5,24.25,12.0,0.0,2.0,10,27,2019
1,17,592071.4079999999,28137.02,187538.074,807746.503,33.769,32.269,11.767,8.167,1.733,11,11,2018
1,17,543590.981,58690.309,220484.947,822766.2370000002,31.154,39.269,22.7,27.5,2.3,9,20,2018
0,30,44967.306,7173.17,54269.63200000001,106410.109,56.625,31.75,10.3,0.0,1.1,4,6,2020
0,40,440905.07899999997,25309.572,138075.839,604290.491,55.0,49.5,13.167,0.0,7.467,4,20,2020
0,26,81427.885,2708.643,38662.587999999996,122799.116,39.267,20.6,22.7,86.0,1.85,6,30,2018
1,4,64400.59,26869.208,99509.845,190779.643,35.0,58.636,16.2,0.0,2.2,9,28,2018
0,19,271795.636,26822.542,331796.249,630414.427,51.107,44.786,8.6,0.0,2.2,2,5,2019
1,13,639229.826,39076.129,277346.101,955652.056,28.364,40.727,26.4,1.0,3.1,7,30,2018
0,14,223785.72199999998,26773.16,120504.866,371063.74799999996,45.027,33.622,11.1,0.0,1.9,12,10,2019
1,35,188894.68600000002,17833.283,138109.143,344837.112,26.875,31.0,8.1,34.5,4.5,3,7,2018
0,22,252051.27899999998,7998.9,73284.226,333334.405,50.65,39.85,7.6,23.5,3.0,4,19,2020
1,2,152862.74300000002,21806.468999999997,183100.254,357769.465,31.75,22.125,20.6,4.0,2.3,5,12,2018
1,4,80996.531,21566.232999999997,129945.793,232508.55800000002,35.9,66.4,23.7,0.0,1.2,7,29,2019
0,9,65336.124,3787.94,77172.428,146296.492,47.053,27.474,9.8,1.0,1.9,1,19,2019
0,1,319894.32,25765.541,130527.362,476187.223,49.87,48.69600000000001,4.125,0.0,2.725,2,7,2020
0,18,393434.96,45116.511,162671.935,601223.406,38.762,32.048,14.7,0.0,1.4,11,5,2018
1,34,142867.43099999998,28205.90600000001,175775.88600000006,346849.223,30.8,59.0,7.8,0.0,1.7,4,18,2018
0,16,284136.666,29220.851000000002,199205.59600000002,512563.11299999995,36.741,34.407,22.9,161.0,2.4,9,13,2018
0,16,314970.958,30219.952999999998,147797.853,492988.76399999997,38.065,33.71,14.1,0.0,1.4,3,23,2020
1,34,134291.742,21991.181,125696.81599999999,281979.739,42.6,39.2,-2.0,0.0,1.8,2,6,2020
1,32,222651.05899999998,14391.069,109335.17800000001,346377.30600000004,29.8,36.4,26.8,0.5,2.1,9,3,2018
0,0,236029.43600000002,15570.613000000001,90923.27,342523.31799999997,44.673,30.306,9.7,0.0,2.6,4,23,2020
0,30,45341.927,8099.908,101307.13900000001,154748.97400000002,59.625,29.25,11.2,0.0,2.1,1,15,2018
0,6,85955.427,11102.036,88405.05,185462.513,42.407,20.778,4.6,0.0,1.5,2,9,2019
0,39,291225.72,27390.576,272726.316,591342.613,47.143,58.476000000000006,9.8,0.0,2.3,4,4,2019
0,36,69357.204,20170.033,208903.224,298430.46,45.25,51.219,25.6,0.0,1.1,7,26,2019
1,38,28274.367000000002,2911.2259999999997,101170.414,132356.00699999998,40.895,30.053,14.6,2.5,2.8,11,10,2019
1,3,393232.69700000004,42399.56,337273.06299999997,772905.32,51.257,46.914,12.733,0.0,2.333,3,28,2019
1,15,780596.76,105488.451,351351.411,1237436.622,39.593,64.556,24.567,0.0,3.033,7,31,2019
0,18,390211.44,32304.976000000002,179162.164,601678.58,37.571,32.476,10.8,1.0,1.9,3,4,2019
0,14,210491.26899999997,30447.423,141552.953,382491.645,48.629,35.056999999999995,19.0,0.0,2.9,4,2,2018
1,8,74330.858,6433.262,83655.983,164420.103,27.0,21.222,7.6,0.0,2.2,2,23,2019
0,22,181524.427,21361.325,125552.58099999999,328438.333,49.889,42.833,6.1,0.0,0.2,11,29,2018
0,0,218928.449,24609.351000000002,95819.692,339357.492,44.659,31.29300000000001,19.9,8.0,5.2,10,4,2018
0,14,207294.26,20004.429,126426.293,353724.982,49.75,32.844,2.6,0.0,5.1,2,11,2019
1,31,145192.11800000002,14858.183,93000.959,253051.26100000003,32.667,18.667,6.7,23.0,1.6,12,11,2018
0,0,202550.562,23236.62,103786.034,329573.215,45.61,30.512,13.3,0.0,1.5,10,12,2018
1,8,82240.359,6295.705,60243.678,148779.742,32.333,21.0,7.6,2.5,1.4,3,28,2020
0,18,380142.211,24075.541,172871.99800000002,577089.75,38.81,31.0,8.8,0.0,2.5,3,16,2019
0,20,123532.418,7654.245,81533.968,212720.63,38.444,27.889,4.0,0.0,1.5,2,1,2018
1,8,72393.22099999999,8041.07,65387.235,145821.52599999998,27.889,21.333,8.2,0.0,5.1,12,17,2018
1,10,108364.89300000001,15013.489,160702.763,284081.144,37.0,22.0,9.9,0.0,2.7,11,9,2019
1,5,731007.157,65299.107,607027.823,1403334.0869999998,51.08600000000001,54.011,19.1,0.0,3.675,5,25,2019
0,22,162275.532,17373.773999999998,137302.543,316951.85,48.444,44.278,20.6,0.0,1.9,7,24,2018
1,32,211181.796,13884.444,102876.31800000001,327942.558,30.8,35.55,6.6,0.0,3.6,3,13,2019
1,12,235116.46600000001,49563.207,319159.382,603839.054,28.364,29.909,13.7,13.0,5.2,4,14,2018
0,0,225244.39,14054.211000000001,109751.614,349050.214,41.585,35.805,0.4,2.5,2.6,2,3,2018
1,31,142986.036,14230.948,97598.34800000001,254815.332,32.667,16.667,16.1,0.5,3.3,5,2,2018
1,17,579296.442,52251.136,229289.11800000002,860836.697,31.923,37.0,-6.132999999999999,0.833,6.067,1,25,2018
1,35,197174.026,17949.334,146860.324,361983.684,28.125,29.125,11.1,0.0,2.4,10,30,2018
1,25,299367.16,21868.151,261815.58800000002,583050.899,35.667,45.4,25.9,0.0,3.6,7,21,2019
1,4,81988.267,23765.767000000003,128084.508,233838.542,36.5,53.0,0.0,1.0,0.0,7,24,2019
1,27,1105612.023,91471.80699999999,516737.112,1713820.9409999999,34.719,40.344,24.4,0.0,1.7,8,18,2019
0,0,220201.267,16853.788,111610.365,348665.42,45.43899999999999,30.488000000000003,3.3,0.0,2.2,12,8,2018
0,18,404923.429,34556.954,182682.62300000002,622163.006,39.591,29.545,7.0,0.0,1.2,2,8,2019
0,1,289144.313,24245.695,149156.759,462546.76700000005,51.771,41.543,-2.875,5.5,4.867,12,28,2018
1,24,1195989.351,143587.277,499684.578,1839261.205,38.767,33.267,21.6,0.0,0.8,8,1,2019
1,35,220125.22100000002,18175.311999999998,132188.28699999998,370488.82,34.375,26.625,11.9,0.0,2.8,4,28,2020
0,16,304905.876,27931.369,201555.45899999997,534392.704,37.935,33.935,17.5,0.0,1.5,10,9,2019
1,12,220552.46600000001,71890.637,274969.239,567412.341,28.455,33.091,10.8,0.0,2.2,11,27,2018
1,32,192310.549,14683.703000000001,118395.60800000001,325389.86,30.0,34.95,18.6,0.5,1.4,5,25,2018
1,10,98086.079,19492.927,142285.581,259864.586,27.667,17.333,9.0,0.0,1.8,4,11,2019
0,36,61836.359000000004,23956.974,208992.277,294785.61,47.567,47.0,20.7,0.0,1.7,5,30,2018
0,6,74706.617,22384.504,90480.228,187571.349,39.957,18.435,16.4,0.0,2.0,10,25,2018
1,8,73960.019,4515.956,85052.42,163528.394,26.556,20.778,16.3,0.0,1.4,4,29,2018
1,15,840034.378,48562.50700000001,267191.097,1155787.982,39.259,61.519,-3.5,3.0,2.533,12,29,2018
1,38,27862.69,5014.469,113182.56,146059.719,36.737,42.895,2.9,4.5,1.7,1,14,2020
1,5,820964.615,62062.247,444508.519,1327535.382,51.828,51.333,-0.3,0.0,3.25,2,9,2020
0,40,398869.71,35736.822,150187.362,584793.894,52.667,51.944,11.167,0.0,9.567,11,19,2019
1,7,1027325.338,88053.451,562655.017,1678033.8059999999,38.302,37.434,12.9,0.0,1.0,5,12,2019
1,15,847478.29,205769.38,355519.104,1408766.773,40.222,72.778,13.8,13.667,1.833,10,24,2019
0,18,395002.249,39709.678,190578.36399999997,625290.29,38.542,34.542,27.9,0.0,4.2,8,9,2019
1,35,214778.93300000002,11627.213,136537.165,362943.31,28.75,28.5,27.9,6.0,3.4,8,12,2018
1,32,293246.244,12107.843,98672.043,404026.12899999996,38.55,27.6,7.6,0.0,2.1,4,5,2020
0,6,82674.101,27097.222,92328.58,202099.90300000002,41.815,21.407,19.5,0.0,1.1,6,7,2018
1,33,434824.237,29073.677000000003,234300.557,698198.4709999999,51.319,61.583,7.4,0.0,3.35,3,16,2019
0,26,77101.047,5423.056,34983.011,117507.114,38.867,20.4,17.6,30.25,3.825,5,23,2018
1,23,138405.428,12225.421,98070.37800000001,248701.22600000002,49.364,53.697,18.35,0.5,1.1,6,8,2019
1,15,812258.146,212663.72,299952.604,1324874.47,38.63,64.222,24.55,0.0,2.25,7,4,2018
1,8,71367.673,8403.118,77858.791,157629.582,26.556,21.889,14.5,5.5,3.0,4,9,2019
1,35,193687.9,19899.197,159682.702,373269.799,34.5,26.875,15.2,0.0,2.6,11,1,2019
1,11,445347.071,21476.3,117170.006,583993.377,30.286,18.571,24.367,0.833,4.167,8,24,2018
1,23,132994.971,6810.326,75087.561,214892.858,52.036,44.429,7.25,2.75,1.9,1,7,2018
1,31,130392.212,13542.077,98989.37,242923.66,33.0,17.0,18.5,0.5,2.1,5,25,2018
0,18,419170.208,21497.328999999998,161018.85199999998,601686.389,39.333,30.0,11.9,9.0,3.9,3,10,2019
1,23,129824.03300000001,8106.35,106098.384,244028.767,49.536,45.679,27.45,0.0,2.6,7,29,2018
0,14,208234.289,30306.818,147520.728,386061.835,48.853,32.029,24.5,0.0,2.1,7,10,2018
0,26,82868.305,4216.572,40315.152,127400.02900000001,37.733,20.933000000000003,26.025,0.125,3.675,8,2,2018
1,38,26470.472999999998,4251.934,104392.55,135114.957,38.421,38.526,10.5,0.0,2.7,12,30,2019
1,3,424069.209,52122.617,246062.218,722254.0440000001,51.5,43.825,23.667,0.0,2.6,9,10,2019
1,4,67746.775,30786.19100000001,106242.56599999999,204775.532,34.273,60.727,8.1,0.0,1.6,11,27,2018
1,7,1039569.454,141543.679,605707.96,1786821.093,37.627,32.196,21.7,0.0,0.8,8,7,2019
1,32,232435.89800000002,12318.028,114650.1,359404.025,30.15,39.35,14.9,0.0,5.1,10,27,2018
0,16,278761.877,28134.49700000001,199256.169,506152.54299999995,34.333,40.407,0.4,12.0,4.3,1,10,2018
1,2,144722.709,38012.225,181963.81399999998,364698.74799999996,31.25,24.125,20.1,1.0,3.7,9,11,2018
0,20,101893.829,10126.585,70923.839,182944.253,38.556,27.667,13.9,0.0,2.3,4,9,2018
0,28,44066.897000000004,9115.553,79559.697,132742.147,57.0,36.286,20.3,0.0,1.6,6,16,2019
0,9,68221.117,7503.266,76078.649,151803.032,47.368,28.105,11.1,0.0,1.5,12,18,2019
0,30,43372.5,8608.61,102680.132,154661.242,56.25,32.625,22.6,0.0,3.8,9,26,2019
0,18,385511.88899999997,28879.005,155140.571,569531.465,39.143,30.238000000000003,18.3,0.0,1.2,5,12,2019
1,27,1197432.909,172023.72600000002,677419.38,2046876.015,28.077,39.346,-3.8,0.0,3.5,1,26,2018
0,0,206852.1,12156.723,96435.454,315444.276,45.902,30.415,14.4,21.0,2.1,3,18,2018
0,26,87342.183,4919.1190000000015,30662.217,122923.52,40.0,21.867,6.475,0.0,3.933,4,23,2020
0,9,63816.331,4440.4079999999985,81254.427,149511.167,47.21100000000001,27.316,8.3,0.0,1.5,1,24,2019
0,22,187341.353,21551.863999999998,104475.162,313368.38,49.056,43.889,-3.7,0.0,3.7,12,13,2018
1,7,981337.4820000001,157696.032,599764.9029999999,1738798.417,37.774,39.057,10.9,0.0,1.0,4,18,2019
1,10,95748.7,17351.214,152811.489,265911.404,35.0,28.0,24.3,0.0,2.1,8,23,2019
0,9,66574.541,4560.338,64419.022000000004,135553.902,47.789,26.737,3.3,0.0,2.2,12,8,2018
1,27,1151416.403,189124.81699999998,546842.781,1887384.001,27.231,43.154,12.8,0.0,2.5,10,11,2018
1,23,136530.91,10658.792,89303.211,236492.913,50.07100000000001,45.786,17.2,0.0,0.85,10,9,2018
1,21,297648.865,35212.5,226930.93899999998,559792.305,50.794,59.0,27.8,0.833,5.132999999999999,8,12,2019
1,37,33205.895,8124.504,70953.234,112283.632,27.0,27.75,18.5,30.5,2.3,6,5,2018
0,18,356677.55,28109.029,150545.164,535331.743,39.381,30.238000000000003,19.8,3.0,1.4,5,27,2018
1,5,744687.053,90536.416,396481.008,1231704.477,52.404,50.427,4.95,0.0,3.125,12,5,2018
1,3,404677.739,47499.585,285816.836,737994.16,50.714,48.914,17.867,1.3330000000000002,2.5,9,28,2018
0,39,298922.333,21047.712000000003,242714.711,562684.757,42.2,48.65,22.05,30.25,1.5,9,1,2019
1,35,193885.152,18869.341,148049.25699999998,360803.75,27.875,29.0,23.2,0.0,3.3,9,5,2018
0,26,73210.107,4441.464,33653.205,111304.775,38.8,20.6,18.225,0.25,3.35,9,28,2018
1,13,670770.831,33671.719,278217.224,982659.7740000001,28.727,41.727,6.9,0.0,2.5,2,24,2018
1,25,299270.75,25523.356,296019.83,620813.937,35.333,42.467,27.6,0.0,6.9,8,10,2019
1,3,418987.20399999997,50782.13200000001,213548.12399999998,683317.46,52.4,47.057,7.1670000000000025,0.0,3.267,12,5,2018
0,9,77279.149,5524.165,55219.29,138022.604,48.0,26.737,9.7,0.0,3.2,4,22,2020
1,23,150341.87,10318.454,82842.035,243502.358,50.091,51.545,14.4,6.5,2.15,2,15,2020
1,27,1125738.281,159992.81900000002,581946.502,1867677.602,27.846,40.654,8.2,0.5,2.4,3,5,2019
1,7,963108.725,145062.957,637211.951,1745383.632,39.02,30.314,6.7,0.0,0.9,10,30,2019
0,14,197280.535,18690.148999999998,191470.505,407441.18799999997,48.941,31.765,25.8,0.0,1.7,7,14,2018
1,38,26855.173,6087.62,75273.396,108216.189,34.944,41.167,24.7,0.0,2.4,9,5,2018
0,30,42158.261,6829.996,106274.897,155263.154,59.75,28.375,15.5,0.0,2.5,10,28,2018
1,21,278615.262,21578.134,201421.922,501615.31799999997,51.0,58.088,13.167,0.0,4.0,11,9,2019
1,31,134008.49599999998,15868.108999999999,101878.70800000001,251755.313,40.167,17.5,5.5,0.0,1.3,11,29,2019
0,30,45242.721,7842.578,93339.237,146424.536,57.0,32.0,20.6,0.0,2.6,6,15,2019
1,34,143841.941,22766.322,150233.073,316841.336,31.2,56.2,12.6,0.5,2.0,10,23,2018
1,2,152317.36,41003.272000000004,170759.363,364079.995,31.25,23.25,11.3,5.0,1.5,11,12,2018
0,39,285358.865,26126.662,217966.608,529452.135,46.57100000000001,59.524,7.9,0.0,3.7,12,26,2018
1,7,977531.66,162795.1,593054.794,1733381.554,39.196,30.686,10.7,0.0,1.8,5,28,2019
