ID,company,model,year,transmission,mileage,fueltype,tax,mpg,engineSize,price
2024,4, Corolla,2019,1,5139,4,145,39.2,1.2,16495
2025,3, A5,2014,3,80902,0,125,60.1,2.0,12998
2026,1, I10,2017,3,32979,4,150,47.9,1.2,8495
2027,3, A6,2019,3,1000,0,145,47.9,2.0,30864
2028,4, Yaris,2018,1,7500,4,145,47.1,1.5,11495
2029,4, Hilux,2020,0,150,0,260,2.8,2.4,36995
2030,2, Focus,2018,1,9795,4,145,58.9,1.0,14999
2031,2, Fiesta,2018,1,5789,4,145,64.2,1.1,9850
2032,1, Tucson,2016,1,20505,0,30,61.7,1.7,13500
2033,2, Fiesta,2018,1,30922,4,145,65.7,1.0,10490
2034,3, A4,2019,3,9097,0,145,45.6,2.0,25950
2035,0, 3 Series,2015,1,43574,4,200,39.8,2.0,15990
2036,1, IX35,2014,1,22632,0,145,53.3,1.7,8990
2037,3, A3,2017,1,64207,0,20,67.3,2.0,11500
2038,1, I10,2018,1,7766,4,145,60.1,1.0,7495
2039,2, Focus,2019,1,4710,4,145,49.6,1.0,18995
2040,2, Mondeo,2010,1,98000,4,260,35.8,2.0,3495
2041,4, Yaris,2016,0,35588,2,0,86.0,1.5,10572
2042,4, C-HR,2017,1,28761,4,150,47.1,1.2,15798
2043,0, 2 Series,2017,3,31208,0,150,65.7,2.0,18990
2044,4, Hilux,2018,0,26000,0,260,36.2,2.4,22495
2045,1, I800,2018,1,39101,0,145,37.7,2.5,14790
2046,1, Tucson,2016,3,11653,0,125,57.6,1.7,14500
2047,0, X7,2019,3,3218,0,145,33.6,3.0,66540
2048,1, I10,2017,1,29694,4,145,57.7,1.2,6988
2049,1, Kona,2020,1,1458,4,150,44.8,1.0,14490
2050,3, Q5,2019,0,7573,0,145,39.2,2.0,34985
2051,1, Kona,2019,1,1850,4,145,44.1,1.0,14989
2052,3, A3,2018,3,10413,0,145,62.8,2.0,20799
2053,2, Kuga,2017,0,8245,4,235,38.2,1.5,17298
2054,2, Fiesta,2018,1,25367,4,145,58.9,1.0,10500
2055,2, Galaxy,2018,1,32944,0,150,56.5,2.0,20495
2056,2, Fiesta,2016,1,31000,4,145,47.9,1.6,10990
2057,1, I10,2018,1,2307,4,145,60.1,1.0,8700
2058,2, Focus,2015,1,51864,0,20,67.3,1.6,7489
2059,4, Yaris,2018,0,14000,2,135,76.3,1.5,12490
2060,2, EcoSport,2019,1,5381,4,145,52.3,1.0,17500
2061,0, 1 Series,2017,1,29116,0,145,83.1,1.5,11650
2062,2, Fiesta,2018,1,24222,4,145,56.5,1.0,11000
2063,0, X5,2019,3,6776,0,145,37.7,3.0,48193
2064,2, Focus,2018,1,19653,4,145,41.5,2.0,17989
2065,0, 4 Series,2019,3,5022,0,145,65.7,2.0,24975
2066,2, EcoSport,2019,1,2657,4,145,51.4,1.0,17994
2067,3, A3,2014,3,70480,0,20,72.4,1.6,8630
2068,0, 5 Series,2017,3,15985,0,150,65.7,2.0,22990
2069,0, 3 Series,2017,1,29783,4,125,52.3,1.5,12300
2070,2, Fiesta,2016,1,23641,4,0,65.7,1.0,8799
2071,0, 3 Series,2017,0,22248,0,150,64.2,2.0,16499
2072,2, C-MAX,2017,1,19089,0,20,68.9,1.5,11290
2073,3, Q3,2019,3,4443,4,145,38.2,1.5,28950
2074,3, Q2,2019,0,2231,0,145,47.9,1.6,21300
2075,3, A4,2017,0,30364,0,20,67.3,2.0,17290
2076,2, Fiesta,2019,1,9018,4,145,58.9,1.0,12880
2077,2, Kuga,2017,1,9588,0,145,60.1,2.0,14999
2078,3, Q5,2019,3,10628,0,145,38.2,2.0,36500
2079,4, Aygo,2017,0,16797,4,0,67.0,1.0,8399
2080,4, Aygo,2017,1,9701,4,150,69.0,1.0,6798
2081,1, Tucson,2015,1,49464,0,30,61.7,1.7,11000
2082,2, EcoSport,2017,1,42727,4,125,52.3,1.0,8600
2083,4, C-HR,2017,1,26694,4,145,47.1,1.2,16422
2084,0, M4,2019,3,101,4,145,34.0,3.0,41980
2085,0, X1,2019,3,3740,4,145,44.8,2.0,28790
2086,0, X3,2019,3,642,0,145,54.3,2.0,35564
2087,3, A1,2019,3,4000,4,145,40.9,2.0,21000
2088,3, A4,2018,1,13749,4,145,53.3,1.4,15900
2089,2, Focus,2016,1,30170,0,0,74.3,1.5,9000
2090,4, Yaris,2018,0,8207,4,145,60.1,1.5,12995
2091,2, Focus,2017,1,14576,4,20,60.1,1.0,10490
2092,0, 5 Series,2017,3,11333,0,150,65.7,2.0,22430
2093,1, I10,2016,1,33589,4,20,60.1,1.0,5690
2094,1, I40,2014,1,76531,0,30,55.4,1.7,8999
2095,3, A1,2016,1,29793,0,0,80.7,1.6,9499
2096,2, Focus,2018,1,20254,4,145,60.1,1.0,10999
2097,2, Focus,2019,1,4430,4,145,34.5,2.3,29495
2098,2, S-MAX,2015,1,50178,0,145,54.3,1.6,9995
2099,4, Aygo,2017,0,24333,4,145,67.3,1.0,8892
2100,4, Yaris,2018,1,22889,4,145,56.5,1.5,9995
2101,3, A6,2015,3,77352,0,30,64.2,2.0,14995
2102,2, Focus,2019,1,7453,4,145,60.1,1.0,15510
2103,0, 3 Series,2018,1,37025,0,150,67.3,2.0,16195
2104,3, Q3,2017,0,24000,4,145,47.9,1.4,17490
2105,3, A3,2014,1,81000,0,0,74.3,1.6,7499
2106,2, Fiesta,2019,1,13589,4,145,56.5,1.0,12610
2107,2, Focus,2017,1,8308,0,0,74.3,1.5,11998
2108,3, Q5,2020,3,5000,0,145,34.5,3.0,51495
2109,4, Auris,2015,0,34277,2,0,72.4,1.8,12500
2110,2, Edge,2017,1,41940,0,145,47.9,2.0,19710
2111,0, X4,2019,3,9168,0,150,40.9,3.0,37990
2112,3, A8,2018,0,9756,4,145,37.7,3.0,42000
2113,2, Fiesta,2019,1,3417,4,145,40.3,1.5,21750
2114,2, Fiesta,2019,1,5500,4,150,58.9,1.0,12975
2115,3, A3,2019,1,6000,4,145,43.5,1.5,22967
2116,3, A1,2020,3,5000,4,145,44.8,1.0,23845
2117,2, Edge,2018,1,8970,0,150,47.9,2.0,24800
2118,4, Auris,2015,0,36801,2,0,72.4,1.8,13490
2119,2, Focus,2016,1,19785,4,20,60.1,1.0,10000
2120,0, 5 Series,2019,3,2435,2,135,156.9,2.0,30991
2121,0, M4,2019,3,3452,4,150,34.0,3.0,53995
2122,0, 4 Series,2015,1,40276,0,30,67.3,2.0,12970
2123,4, Aygo,2019,1,20,4,145,56.5,1.0,9490
2124,0, 5 Series,2016,3,21464,0,20,68.9,2.0,16300
2125,1, Tucson,2018,1,19000,4,145,34.9,1.6,13990
2126,3, A3,2017,1,16850,0,0,74.3,1.6,13399
2127,0, 1 Series,2013,1,51988,0,0,74.3,1.6,7699
2128,3, Q8,2020,3,3000,0,145,32.8,3.0,63000
2129,2, Fiesta,2019,1,5752,4,145,58.9,1.0,15910
2130,2, Fiesta,2013,1,38141,4,0,65.7,1.0,6100
2131,0, 3 Series,2019,3,10171,4,145,41.5,2.0,29998
2132,2, EcoSport,2017,1,10960,4,150,52.3,1.0,10899
2133,2, Fiesta,2013,1,34619,4,30,54.3,1.2,6500
2134,0, 3 Series,2012,1,93819,0,20,68.9,2.0,7000
2135,0, 6 Series,2017,3,21083,0,145,51.4,3.0,27500
2136,3, A1,2019,3,5432,4,145,44.8,1.0,23444
2137,3, A4,2017,1,35664,0,20,70.6,2.0,17000
2138,2, Kuga,2017,1,6345,0,145,54.3,2.0,14298
2139,4, GT86,2013,0,28335,4,200,39.8,2.0,11599
2140,3, A4,2019,0,13690,0,145,47.9,2.0,29995
2141,3, A4,2016,1,33833,0,30,64.2,2.0,16025
2142,0, 1 Series,2014,1,48165,0,30,64.2,2.0,9990
2143,2, Fiesta,2016,1,28000,4,125,54.3,1.2,8400
2144,2, EcoSport,2015,1,46212,4,125,53.3,1.0,7490
2145,1, Ioniq,2018,0,13474,2,135,78.5,1.6,17298
2146,2, Fiesta,2018,1,14044,4,150,64.2,1.1,9679
2147,3, Q3,2016,0,29985,0,145,51.4,2.0,16995
2148,2, Focus,2019,1,9083,4,145,60.1,1.0,16470
2149,2, Focus,2019,1,6200,4,145,49.6,1.0,18975
2150,4, Yaris,2015,0,45000,2,0,78.0,1.5,8995
2151,3, A4,2020,3,3515,0,150,54.3,3.0,28970
2152,4, Auris,2015,0,36755,2,0,76.4,1.8,11750
2153,0, 3 Series,2020,3,1000,0,145,50.4,2.0,32980
2154,2, Mondeo,2015,1,82094,0,20,68.9,2.0,7999
2155,2, Focus,2019,1,9500,4,145,60.1,1.0,17410
2156,0, M2,2019,3,25,4,145,29.1,3.0,48898
2157,2, Fiesta,2018,1,17672,4,145,65.7,1.0,10298
2158,1, Tucson,2016,1,51963,0,30,61.7,1.7,11998
2159,2, Kuga,2018,1,17530,0,145,60.1,2.0,17795
2160,3, A6,2017,3,21496,0,150,61.4,2.0,20650
2161,3, A5,2016,0,37000,0,160,50.4,2.0,19444
2162,0, 2 Series,2016,0,11576,0,30,64.2,2.0,13999
2163,4, Yaris,2018,1,21403,4,145,58.9,1.5,9895
2164,2, Focus,2018,1,14023,4,145,60.1,1.0,16500
2165,4, Aygo,2018,1,9667,4,145,56.5,1.0,9250
2166,0, 1 Series,2015,1,33826,0,30,65.7,2.0,11699
2167,1, Santa Fe,2019,3,5299,0,145,39.8,2.2,29690
2168,4, Yaris,2014,1,50425,4,30,58.0,1.3,5998
2169,2, Fiesta,2017,0,6273,4,0,57.7,1.0,11500
2170,3, A1,2019,0,3294,4,145,40.9,2.0,21780
2171,3, A5,2020,3,4500,0,145,45.6,2.0,35000
2172,3, A3,2016,1,32923,0,20,72.4,1.6,12998
2173,0, 1 Series,2016,0,54075,0,20,70.6,2.0,11495
2174,3, A3,2018,1,5864,4,145,47.1,1.0,18995
2175,2, Fiesta,2017,1,19153,4,0,65.7,1.0,10920
2176,3, Q2,2019,1,7178,4,145,42.2,1.0,22440
2177,3, A1,2016,1,27062,4,30,55.4,1.4,12900
2178,2, Focus,2013,1,30869,0,20,67.3,1.6,6490
2179,2, Focus,2018,1,11910,4,145,58.9,1.0,17000
2180,3, Q3,2017,1,41509,4,145,49.6,1.4,17000
2181,2, Focus,2017,1,6654,4,150,60.1,1.0,11995
2182,2, Fiesta,2014,1,43904,4,30,54.3,1.2,6391
2183,4, RAV4,2019,0,9727,2,135,49.6,2.5,29498
2184,3, R8,2016,3,10172,4,570,24.8,5.2,79900
2185,0, X5,2020,3,3500,0,145,33.6,3.0,60990
2186,2, S-MAX,2016,0,33261,4,260,35.8,2.0,18395
2187,3, A6,2014,1,55368,0,125,57.6,2.0,11498
2188,3, Q5,2017,3,34000,0,145,56.5,2.0,23995
2189,3, Q3,2016,0,34811,0,145,52.3,2.0,16800
2190,3, A6,2020,3,6000,4,150,30.7,3.0,48990
2191,0, 5 Series,2012,0,86674,0,235,43.5,3.0,11400
2192,2, C-MAX,2016,1,37249,0,20,68.9,1.5,9990
2193,3, Q3,2016,0,18515,4,200,40.4,2.0,23950
2194,3, A5,2019,0,112,4,145,39.8,2.0,33950
2195,0, 5 Series,2016,3,46367,0,165,50.4,3.0,20000
2196,3, A1,2016,1,15534,4,30,58.9,1.4,13490
2197,2, Focus,2009,1,93000,4,200,42.8,1.6,3995
2198,3, Q5,2016,3,44929,0,200,47.1,2.0,21571
2199,3, A5,2019,0,8955,0,145,44.1,2.0,30950
2200,3, A8,2019,3,500,0,145,40.4,3.0,42950
2201,2, Fiesta,2013,1,60351,4,30,54.3,1.2,5698
2202,1, Tucson,2017,1,26182,0,150,61.4,1.7,14900
2203,0, M4,2019,3,1072,4,145,34.0,3.0,51000
2204,0, 1 Series,2010,0,75000,0,165,52.3,2.0,7450
2205,4, Prius,2017,0,52926,2,135,94.1,1.8,18000
2206,2, Focus,2012,1,107300,0,20,67.3,1.6,4000
2207,1, Tucson,2015,1,60230,0,200,47.9,2.0,13995
2208,2, EcoSport,2018,1,3397,4,150,54.3,1.0,14600
2209,2, EcoSport,2017,1,13556,0,30,64.2,1.5,10100
2210,3, A5,2020,3,5000,0,145,51.4,2.0,29000
2211,0, X5,2016,0,49092,0,200,47.1,3.0,27785
2212,4, Yaris,2016,0,28854,4,30,55.0,1.3,9995
2213,1, Santa Fe,2019,3,3920,0,145,39.2,2.2,32995
2214,0, X3,2016,3,42255,0,200,47.9,3.0,21550
2215,2, Focus,2017,1,30825,4,150,61.4,1.0,9499
2216,2, Focus,2016,1,31136,4,20,60.1,1.0,9321
2217,0, 3 Series,2019,3,6251,0,145,62.8,2.0,23980
2218,2, Kuga,2017,1,25623,0,125,60.1,2.0,16298
2219,2, Fiesta,2018,1,13050,4,145,65.7,1.0,9350
2220,1, Tucson,2018,1,20566,4,145,34.9,1.6,19980
2221,4, C-HR,2018,0,29473,2,135,74.3,1.8,17740
2222,0, 3 Series,2017,1,24015,0,125,60.1,2.0,16970
2223,1, Tucson,2017,3,35043,0,125,57.6,1.7,21354
2224,4, Yaris,2020,1,20,4,145,47.9,1.5,13999
2225,0, 3 Series,2020,3,1381,4,145,41.5,2.0,43970
2226,2, Ka+,2017,1,14401,4,150,57.7,1.2,7299
2227,1, I10,2017,1,5480,4,145,60.1,1.0,7698
2228,3, TT,2019,1,6200,4,145,38.2,2.0,27500
2229,0, 3 Series,2011,0,102000,0,200,46.3,3.0,7495
2230,3, A4,2019,0,2250,0,145,50.4,2.0,26990
2231,0, 3 Series,2017,0,33206,0,160,51.4,3.0,19299
2232,2, Focus,2018,1,21162,4,145,58.9,1.0,15495
2233,2, Focus,2017,1,13211,4,145,57.7,1.0,11699
2234,2, Fiesta,2017,0,20007,4,0,57.7,1.0,11999
2235,2, Focus,2016,1,27583,0,20,70.6,2.0,9290
2236,4, Yaris,2017,1,20103,4,30,55.0,1.3,9985
2237,0, 3 Series,2013,0,43771,0,30,62.8,2.0,10688
2238,2, Kuga,2019,1,15281,0,145,38.2,2.0,17849
2239,4, Aygo,2013,3,17000,4,20,62.8,1.0,5495
2240,0, 3 Series,2019,3,6382,4,150,42.2,2.0,25980
2241,1, I10,2017,1,31037,4,20,60.1,1.0,5698
2242,0, 1 Series,2017,3,39714,0,145,67.3,2.0,13995
2243,3, Q5,2016,3,23478,0,235,42.2,3.0,33995
2244,1, I20,2018,1,5000,4,145,46.3,1.2,9695
2245,3, Q2,2019,3,10025,0,145,47.9,1.6,20760
2246,4, Auris,2017,0,19369,2,0,78.5,1.8,14395
2247,2, Focus,2018,1,22947,4,145,60.1,1.0,10990
2248,0, 1 Series,2019,3,6499,4,145,34.5,2.0,30783
2249,4, Aygo,2018,1,9895,4,145,68.9,1.0,8595
2250,2, Focus,2017,0,22965,4,125,51.4,1.0,10800
2251,2, Kuga,2019,1,15742,0,145,54.3,1.5,18250
2252,2, Fiesta,2019,1,4216,4,145,40.3,1.5,17040
2253,0, 3 Series,2016,3,39750,0,165,51.4,3.0,16750
2254,2, Kuga,2018,1,12947,0,145,60.1,2.0,18600
2255,3, A1,2016,1,46000,4,0,67.3,1.0,10800
2256,2, Focus,2018,1,19910,4,145,51.4,1.5,13790
2257,2, Focus,2016,1,24845,0,20,70.6,2.0,11499
2258,2, Fiesta,2018,1,6155,4,145,55.4,1.1,9991
2259,3, Q3,2015,3,43740,4,145,47.9,1.4,17000
2260,2, Ka+,2019,1,2516,4,145,43.5,1.2,11299
2261,4, RAV4,2016,0,31186,2,20,57.6,2.5,19995
2262,2, Focus,2019,1,5731,4,145,60.1,1.0,18000
2263,3, A4,2017,0,28367,4,145,49.6,1.4,19599
2264,2, Focus,2015,3,43450,4,160,44.8,1.6,8465
2265,3, A1,2016,1,34539,0,0,76.3,1.6,11950
2266,2, Fiesta,2018,1,10131,4,145,65.7,1.0,11997
2267,2, Focus,2017,1,26240,4,145,60.1,1.0,11001
2268,2, Fiesta,2017,1,15856,4,145,65.7,1.0,11750
2269,2, Fiesta,2018,1,9578,4,150,55.4,1.1,10498
2270,3, Q3,2017,1,15685,4,125,51.4,1.4,17300
2271,2, Focus,2018,1,17860,4,145,57.7,1.0,13497
2272,4, Auris,2016,0,30505,2,0,78.5,1.8,15495
2273,4, Aygo,2017,1,15830,4,150,68.9,1.0,8298
2274,2, KA,2013,1,40000,4,30,57.7,1.2,4800
2275,0, 5 Series,2014,3,28500,0,160,51.4,3.0,15995
2276,3, Q3,2019,1,1555,0,145,42.8,2.0,27190
2277,3, A1,2017,1,26390,4,150,70.6,1.4,15700
2278,2, Fiesta,2018,1,13456,4,145,62.8,1.0,13991
2279,2, Fiesta,2016,1,32917,4,0,65.7,1.0,7990
2280,1, I40,2016,1,40134,0,30,65.7,1.7,9698
2281,0, 2 Series,2016,0,79983,0,20,68.9,2.0,13940
2282,3, A3,2013,0,51441,4,125,50.4,1.8,11500
2283,0, 4 Series,2018,3,12490,0,145,52.3,3.0,22000
2284,2, S-MAX,2016,3,23012,0,125,52.3,2.0,17000
2285,4, C-HR,2018,0,7910,2,140,74.3,1.8,22975
2286,4, Yaris,2017,0,13216,4,145,60.1,1.5,11451
2287,2, Focus,2018,1,10923,0,145,67.3,2.0,19995
2288,2, Fiesta,2018,1,16709,4,145,64.2,1.1,10495
2289,0, 1 Series,2017,1,41435,0,0,83.1,1.5,10200
2290,2, Kuga,2019,1,14154,0,145,38.2,2.0,17500
2291,0, 5 Series,2016,0,39727,0,125,60.1,2.0,16695
2292,4, Aygo,2019,1,6130,4,145,57.7,1.0,9995
2293,1, Santa Fe,2016,1,25976,0,200,47.1,2.2,19360
2294,2, Fiesta,2018,1,20088,4,150,65.7,1.0,12595
2295,4, Aygo,2017,1,22313,4,0,69.0,1.0,5917
2296,3, A5,2014,1,111460,0,30,61.4,2.0,11000
2297,3, Q3,2015,1,24861,0,125,60.1,2.0,15698
2298,3, A4,2019,3,120,0,145,47.9,2.0,28490
2299,2, Ka+,2018,1,13192,4,145,54.3,1.2,7950
2300,3, Q2,2017,0,10681,4,150,44.8,2.0,24500
2301,0, 2 Series,2019,1,7293,0,145,54.3,2.0,18450
2302,3, Q3,2017,0,21090,4,145,40.4,2.0,25500
2303,3, Q5,2019,3,3258,0,150,38.2,2.0,35900
2304,4, Auris,2017,0,7126,2,0,70.6,1.8,17796
2305,2, Ka+,2019,1,3914,4,145,47.9,1.2,10000
2306,2, Kuga,2018,1,14232,4,145,45.6,1.5,18298
2307,3, Q3,2019,1,1765,4,145,39.8,1.5,29299
2308,1, I10,2014,1,25500,4,20,60.1,1.0,4970
2309,3, A1,2016,1,20826,4,30,57.6,1.4,11491
2310,1, I30,2018,1,23064,4,145,56.5,1.0,9699
2311,2, Edge,2019,3,6482,0,145,37.2,2.0,30500
2312,2, Fiesta,2018,1,8770,4,150,64.2,1.1,9980
2313,0, 1 Series,2016,1,17941,4,125,53.3,1.5,12200
2314,4, Yaris,2009,1,42000,4,30,55.4,1.3,3750
2315,2, Focus,2016,1,34913,0,0,74.3,1.5,9498
2316,3, TT,2019,1,7045,4,150,34.9,2.0,32400
2317,3, Q3,2017,1,27428,0,145,56.5,2.0,19491
2318,2, Fiesta,2016,1,29550,4,145,47.9,1.6,10200
2319,1, Kona,2018,1,11458,4,145,52.3,1.0,12998
2320,0, 7 Series,2019,3,101,0,145,41.5,3.0,48782
2321,2, B-MAX,2016,3,34737,4,160,44.1,1.6,8500
2322,2, Fiesta,2017,1,28186,4,0,65.7,1.0,9700
2323,2, Fiesta,2008,1,116000,0,20,67.3,1.6,2595
2324,3, Q7,2019,0,7500,0,145,33.6,3.0,45995
2325,1, IX20,2015,1,38000,4,125,50.4,1.4,7699
2326,2, Ka+,2019,1,3439,4,145,47.9,1.2,11299
2327,2, Focus,2016,1,27511,0,0,74.3,1.5,7999
2328,2, Kuga,2019,3,5099,0,145,38.7,2.0,23190
2329,2, Focus,2017,1,16000,0,145,74.3,1.5,10250
2330,2, Fiesta,2016,1,58740,4,0,65.7,1.0,6630
2331,2, Focus,2014,1,29839,4,30,56.5,1.0,7999
2332,1, I20,2017,1,31225,4,145,58.9,1.2,7899
2333,0, 1 Series,2019,1,3483,4,145,44.1,1.5,20980
2334,0, 6 Series,2010,0,92642,0,260,40.9,3.0,8995
2335,3, Q3,2019,1,3848,4,145,40.9,1.5,25250
2336,4, Aygo,2018,1,10578,4,145,56.5,1.0,7099
2337,2, Focus,2018,1,16286,0,150,80.7,1.5,13690
2338,0, 3 Series,2018,0,28918,0,145,64.2,2.0,20500
2339,3, A4,2019,0,6000,4,145,42.2,2.0,26490
2340,4, Prius,2016,0,18096,2,0,94.1,1.8,19500
2341,2, Kuga,2017,0,7637,4,145,38.2,1.5,15995
2342,3, Q3,2016,0,13483,0,160,50.4,2.0,19995
2343,0, X1,2017,1,23575,0,20,68.9,2.0,15732
2344,4, Corolla,2019,0,10124,2,135,85.6,1.8,21490
2345,2, Kuga,2018,1,14365,0,145,64.2,1.5,16199
2346,2, Focus,2010,1,41557,4,200,42.8,1.6,4799
2347,3, A5,2019,3,21480,0,145,48.7,2.0,27995
2348,3, TT,2009,1,44000,0,145,53.3,2.0,9350
2349,0, 1 Series,2017,0,15592,4,30,55.5,1.5,15000
2350,2, Fiesta,2018,1,4906,4,150,49.6,1.0,14500
2351,3, Q3,2017,1,36667,0,150,56.5,2.0,18000
2352,3, A4,2016,3,30374,0,145,56.5,2.0,20698
2353,4, Aygo,2018,1,13278,4,145,68.9,1.0,8699
2354,0, 6 Series,2017,0,35357,0,205,49.6,3.0,22475
2355,3, A5,2019,3,3256,4,145,40.4,2.0,27022
2356,3, A1,2015,1,37458,4,30,55.4,1.4,10698
2357,2, Fiesta,2017,1,15217,4,0,65.7,1.0,10000
2358,0, 2 Series,2020,3,666,0,145,51.4,2.0,23380
2359,2, Fiesta,2017,1,18916,4,145,65.7,1.0,9999
2360,0, 7 Series,2014,0,78094,0,160,50.4,3.0,13600
2361,0, X5,2014,0,28056,4,555,26.9,4.4,27498
2362,1, I20,2016,1,17784,4,30,55.4,1.2,7290
2363,2, Fiesta,2017,1,19869,0,145,78.5,1.5,9000
2364,3, A1,2017,1,28512,4,30,55.4,1.4,12891
2365,3, RS5,2019,0,9108,4,145,29.7,2.9,55450
2366,1, I30,2015,1,30796,4,150,48.7,1.4,7998
2367,3, Q3,2017,3,26856,0,145,55.4,2.0,19465
2368,0, 3 Series,2007,1,63000,4,565,29.7,3.0,8800
2369,3, Q3,2013,1,90020,0,160,49.6,2.0,8900
2370,3, Q5,2016,3,17228,0,200,47.1,2.0,23992
2371,0, 3 Series,2017,3,21798,0,145,49.6,3.0,23500
2372,4, Aygo,2017,1,15261,4,150,68.9,1.0,7498
2373,3, A3,2015,0,13357,4,160,43.5,1.8,17299
2374,2, Fiesta,2013,1,30641,4,0,65.7,1.0,7795
2375,0, 1 Series,2013,1,56000,0,30,62.8,2.0,9350
2376,0, 1 Series,2016,1,49629,4,125,53.3,1.5,11980
2377,2, Focus,2014,1,52828,0,20,67.3,1.6,7295
2378,1, Tucson,2019,3,5000,4,150,36.2,1.6,22000
2379,2, Focus,2016,1,28000,4,20,61.4,1.0,9295
2380,2, Fiesta,2020,1,5,4,145,56.5,1.0,14500
2381,0, 3 Series,2019,3,5039,0,150,52.3,2.0,33950
2382,4, Hilux,2017,1,8441,0,260,40.4,2.4,20995
2383,3, Q2,2019,1,6000,4,145,43.5,1.5,27120
2384,0, 4 Series,2017,3,34764,0,145,52.3,3.0,20945
2385,2, EcoSport,2016,1,20491,4,125,52.3,1.0,9998
2386,4, GT86,2019,1,1751,4,145,33.2,2.0,23980
2387,0, 2 Series,2019,1,4500,4,150,52.3,1.5,19741
2388,2, Kuga,2013,1,63508,0,145,53.3,2.0,8298
2389,3, Q8,2019,3,3401,0,150,30.7,4.0,85900
2390,0, 1 Series,2016,0,45000,0,30,65.7,2.0,14589
2391,1, I20,2019,1,7061,4,145,46.3,1.2,12000
2392,0, 2 Series,2018,3,11056,0,145,64.2,2.0,17630
2393,3, Q5,2016,0,85503,0,200,47.1,2.0,16749
2394,2, Focus,2019,1,5672,0,145,70.6,2.0,19000
2395,4, Yaris,2017,1,28698,4,30,58.0,1.3,8253
2396,2, Fiesta,2010,0,55000,4,195,42.8,1.4,5995
2397,2, Fiesta,2014,1,60002,4,145,47.9,1.6,8299
2398,1, Veloster,2014,1,36324,4,160,43.5,1.6,8300
2399,0, i3,2017,0,3976,2,135,470.8,0.0,22999
2400,2, Fiesta,2018,1,6812,4,145,65.7,1.0,11995
2401,0, 4 Series,2019,3,4068,0,150,65.7,2.0,26922
2402,2, Focus,2017,3,7560,4,125,51.4,1.0,11900
2403,0, 2 Series,2019,3,6093,4,145,50.4,2.0,21980
2404,0, 1 Series,2013,1,32102,4,145,50.4,1.6,9899
2405,0, 1 Series,2017,1,38664,0,0,83.1,1.5,10700
2406,2, Fiesta,2019,1,2623,4,145,48.7,1.1,12490
2407,3, A3,2019,0,4031,4,145,34.9,2.0,33399
2408,2, C-MAX,2018,1,2282,4,145,48.7,1.0,14289
2409,0, 1 Series,2020,1,6565,0,150,53.3,2.0,23490
2410,2, Fiesta,2015,1,24002,4,30,54.3,1.2,7799
2411,1, Tucson,2016,1,40800,0,30,61.7,1.7,11295
2412,2, Focus,2014,1,36200,0,20,67.3,1.6,6500
2413,4, Yaris,2014,0,46344,2,0,86.0,1.5,9595
2414,4, Yaris,2019,1,845,4,145,47.9,1.5,16795
2415,1, I30,2016,1,33298,0,20,72.4,1.6,9998
2416,3, Q7,2020,3,3111,0,145,30.1,4.0,69995
2417,2, Fiesta,2018,1,12874,4,150,65.7,1.0,11695
2418,1, I40,2016,3,45518,0,125,56.5,1.7,10995
2419,2, Focus,2019,1,11237,4,145,60.1,1.0,15310
2420,2, Fiesta,2019,3,7005,4,145,48.7,1.0,13000
2421,3, A1,2019,1,6958,4,145,50.4,1.0,18991
2422,4, Yaris,2017,0,5938,4,30,58.0,1.3,11695
2423,2, C-MAX,2014,1,40621,4,165,42.8,1.6,6750
2424,2, Fiesta,2017,1,10385,4,0,65.7,1.0,9900
2425,4, Avensis,2016,1,32189,4,160,45.6,1.8,12498
2426,3, A6,2016,3,38478,0,160,51.4,3.0,24990
2427,0, 3 Series,2020,3,11,0,145,50.4,2.0,33995
2428,3, A3,2014,1,47606,4,30,57.6,1.2,11863
2429,2, Fiesta,2018,1,12000,4,145,65.7,1.0,10790
2430,0, 3 Series,2016,0,72974,0,160,51.4,3.0,16899
2431,0, 3 Series,2019,3,8680,2,135,8.8,2.0,33999
2432,4, Yaris,2016,1,17876,4,30,55.0,1.3,8995
2433,2, Fiesta,2018,1,8932,4,145,65.7,1.0,10000
2434,3, A1,2016,1,29227,4,30,55.4,1.4,11200
2435,3, A3,2019,3,2620,0,150,52.3,1.6,18990
2436,2, Focus,2019,1,5060,4,145,34.5,2.3,24250
2437,0, X3,2019,3,1962,0,150,54.3,2.0,33980
2438,1, I10,2018,1,10268,4,150,57.7,1.2,9000
2439,2, Focus,2019,0,3016,0,145,64.2,2.0,17999
2440,2, Fiesta,2018,1,15432,4,145,65.7,1.0,9788
2441,0, 5 Series,2016,0,62794,0,160,51.4,3.0,16000
2442,0, Z4,2020,3,603,4,145,38.7,2.0,33993
2443,2, Fiesta,2020,1,2561,4,145,49.6,1.0,18995
2444,2, Fiesta,2017,1,22794,4,150,64.2,1.1,7995
2445,0, X5,2015,0,42966,0,200,47.1,3.0,24250
2446,2, Fiesta,2017,1,25099,4,0,65.7,1.0,9502
2447,2, Fiesta,2016,1,20844,4,0,65.7,1.0,8500
2448,1, I10,2017,1,21962,4,145,60.1,1.0,6998
2449,2, Focus,2015,1,41000,0,0,74.3,1.5,8750
2450,0, 3 Series,2019,0,7491,4,145,41.5,2.0,30650
2451,2, Tourneo Connect,2016,1,31307,0,30,64.2,1.5,12360
