시군명,상호명,소재지도로명주소,소재지지번주소,전화번호,사업장구분,사업장규모,월배출예상량(Kg),일배출예상량(Kg),처리방법구분,위탁업소명,위도,경도,데이터기준일자,비고
성남시,민물매운탕 장어,경기도 성남시 중원구 산성대로 594,경기도 성남시 중원구 은행동 608번지,031-748-1217,음식점,244.68,,,위탁재활용,,37.4623168012,127.1693036852,2020-02-17,일반음식점
성남시,민속두부마을,경기도 성남시 분당구 새마을로177번길 7,경기도 성남시 분당구 율동 298번지,,음식점,201.14,,,위탁재활용,,37.3842828503,127.1498334635,2020-02-17,일반음식점
성남시,밀리토피아호텔,경기도 성남시 수정구 위례대로 83,경기도 성남시 수정구 창곡동 566번지,,호텔·콘도,149,,,위탁재활용,,37.4676898739,127.1430393671,2020-02-17,
성남시,밀리토피아호텔 뷔페,경기도 성남시 수정구 위례대로 83,경기도 성남시 수정구 창곡동 566번지,031-727-9344,음식점,564.64,,,위탁재활용,,37.4676898739,127.1430393671,2020-02-17,일반음식점
성남시,바다소식,경기도 성남시 분당구 정자일로 162,경기도 성남시 분당구 정자동 159-4번지,031-714-9946,음식점,227.15,,,위탁재활용,,37.3646310886,127.1063109728,2020-02-17,일반음식점
성남시,바람소리,경기도 성남시 분당구 성남대로 808,경기도 성남시 분당구 야탑동 757번지,031-707-7585,음식점,531.94,,,위탁재활용,,37.4029548133,127.1305498953,2020-02-17,일반음식점
성남시,바르미샤브앤칼국수성남모란점,경기도 성남시 중원구 둔촌대로 100,경기도 성남시 중원구 하대원동 100번지,031-752-5353,음식점,410,,,위탁재활용,,37.4293273898,127.1300247325,2020-02-17,일반음식점
성남시,바른마디병원,경기도 성남시 중원구 광명로 330,경기도 성남시 중원구 금광동 1349번지,031-735-9110,집단급식소,110,,,위탁재활용,,37.4452618884,127.1625730414,2020-02-17,
성남시,바른세상병원,경기도 성남시 분당구 야탑로75번길 5,경기도 성남시 분당구 야탑동 355-5번지,031-783-9685,집단급식소,450,,,위탁재활용+자가재활용,,37.4103073368,127.1268187156,2020-02-17,
성남시,바른푸드,경기도 성남시 중원구 둔촌대로 484,경기도 성남시 중원구 상대원동 513-14번지,,음식점,584.87,,,위탁재활용,,37.4312772840,127.1706271063,2020-02-17,일반음식점
성남시,밥먹는집 신흥점,경기도 성남시 수정구 수정로 316,"경기도 성남시 수정구 신흥동 173번지 우찬셀레스빌 2층 219,220,222,223호",,음식점,252.42,,,위탁재활용,,37.4516680265,127.1492934584,2020-02-17,일반음식점
성남시,밥스토어,경기도 성남시 중원구 갈마치로 234,경기도 성남시 중원구 상대원동 223-28번지 SK아파트형공장 제비동 110~113호,031-732-8443,음식점,439.59,,,위탁재활용,,37.4356323712,127.1744060797,2020-02-17,일반음식점
성남시,배성유치원,경기도 성남시 분당구 판교로 624,경기도 성남시 분당구 야탑동 397-4번지,031-703-6767,집단급식소,295,,,위탁재활용,,37.4062984032,127.1421039847,2020-02-17,
성남시,백년교동,경기도 성남시 수정구 산성대로269번길 6,경기도 성남시 수정구 신흥동 2516번지,031-735-8030,음식점,302.54,,,위탁재활용,,37.4413676549,127.1470353988,2020-02-17,일반음식점
성남시,백년회관 서서갈비,경기도 성남시 분당구 수내로46번길 11,경기도 성남시 분당구 수내동 7-1번지,031-711-9202,음식점,242.64,,,위탁재활용,,37.3799710293,127.1168145536,2020-02-17,일반음식점
성남시,백마강참숯민물장어,경기도 성남시 분당구 안양판교로 1192,경기도 성남시 분당구 백현동 476번지,,음식점,204.32,,,위탁재활용,,37.3814043619,127.0978532832,2020-02-17,일반음식점
성남시,백향목,경기도 성남시 분당구 정자일로198번길 15,경기도 성남시 분당구 정자동 17-4번지,,음식점,263.14,,,위탁재활용,,37.3676733069,127.1076841801,2020-02-17,일반음식점
성남시,백현중학교,경기도 성남시 분당구 황새울로 124,경기도 성남시 분당구 정자동 77번지,031-716-1391,집단급식소,1130,,,위탁재활용,,37.3713427035,127.1106467063,2020-02-17,
성남시,백현초등학교,경기도 성남시 분당구 백현로144번길 26,경기도 성남시 분당구 정자동 76번지,,집단급식소,297,,,위탁재활용,,37.3721916962,127.1111618515,2020-02-17,
성남시,뱅킷하우스,경기도 성남시 분당구 느티로 16,경기도 성남시 분당구 정자동 17-1번지,031-711-1603,음식점,1192.7,,,위탁재활용,,37.3681645175,127.1063150979,2020-02-17,일반음식점
성남시,버섯잔치집,경기도 성남시 수정구 성남대로 1215,경기도 성남시 수정구 수진동 4557번지 밀란체1,031-759-0022,음식점,210.36,,,위탁재활용,,37.4381257746,127.1274719120,2020-02-17,일반음식점
성남시,벌교꼬막정식남도향,경기도 성남시 수정구 헌릉로 1050,경기도 성남시 수정구 복정동 4-4번지,031-751-5959,음식점,251.46,,,위탁재활용,,37.4589451995,127.1473146305,2020-02-17,일반음식점
성남시,베어캐슬컨벤션웨딩홀,경기도 성남시 분당구 탄천상로151번길 20,경기도 성남시 분당구 구미동 159번지,031-728-5300,음식점,1354.06,,,위탁재활용,,37.3416110937,127.1067134132,2020-02-17,일반음식점
성남시,베이비엔젤,경기도 성남시 분당구 성남대로 912,경기도 성남시 분당구 야탑동 367-1번지,031-783-8555,음식점,896.95,,,위탁재활용,,37.4109639959,127.1292562626,2020-02-17,일반음식점
성남시,베이징,경기도 성남시 분당구 성남대로 69,경기도 성남시 분당구 구미동 153번지,031-714-0365,음식점,249.1,,,위탁재활용,,37.3421753360,127.1083361872,2020-02-17,일반음식점
성남시,베이징스토리,경기도 성남시 분당구 판교역로 230,경기도 성남시 분당구 삼평동 679번지,,음식점,200.37,,,위탁재활용,,37.4012858766,127.1104579421,2020-02-17,일반음식점
성남시,벨라드리움,경기도 성남시 분당구 판교역로 184,경기도 성남시 분당구 삼평동 643번지,031-8016-8078,음식점,348.11,,,위탁재활용,,37.3971561900,127.1100386970,2020-02-17,일반음식점
성남시,벨라비하우스웨딩,경기도 성남시 분당구 성남대로 926,경기도 성남시 분당구 야탑동 360-6번지,031-708-1700,음식점,756.09,,,위탁재활용,,37.4125775742,127.1292935112,2020-02-17,일반음식점
성남시,벨라지오웨딩하우스,경기도 성남시 수정구 성남대로 1170,경기도 성남시 수정구 수진동 4528번지,031-751-2030,음식점,1342,,,위탁재활용+자가재활용,,37.4344807151,127.1292194225,2020-02-17,일반음식점
성남시,벽산구내식당,경기도 성남시 중원구 둔촌대로 560,경기도 성남시 중원구 상대원동 434-6번지,,음식점,280.69,,,위탁재활용,,37.4311911785,127.1786413642,2020-02-17,일반음식점
성남시,보평고등학교,경기도 성남시 분당구 동판교로 124,경기도 성남시 분당구 백현동 544번지,031-8017-0462,집단급식소,1480,,,위탁재활용,,37.3941974382,127.1176346471,2020-02-17,
성남시,보평중학교,경기도 성남시 분당구 동판교로 131,경기도 성남시 분당구 백현동 543번지,,집단급식소,887,,,위탁재활용,,37.3939483583,127.1158735082,2020-02-17,
성남시,보평초등학교,경기도 성남시 분당구 동판교로 154,경기도 성남시 분당구 삼평동 743번지,,집단급식소,877,,,위탁재활용,,37.3960456332,127.1177495339,2020-02-17,
성남시,보평초등학교,경기도 성남시 분당구 동판교로 154,경기도 성남시 분당구 삼평동 743번지,031-697-2100,집단급식소,1495,,,위탁재활용,,37.3960456332,127.1177495339,2020-02-17,
성남시,복정고등학교,경기도 성남시 수정구 복정안골로 35,경기도 성남시 수정구 복정동 144-1번지,031-720-1778,집단급식소,600,,,위탁재활용,,37.4615560890,127.1373629568,2020-02-17,
성남시,복정초등학교,경기도 성남시 수정구 성남대로1480번길 25,경기도 성남시 수정구 복정동 665번지,031-759-5226,집단급식소,370,,,위탁재활용,,37.4624718815,127.1303816398,2020-02-17,
성남시,본가(판교점),경기도 성남시 분당구 판교역로 231,경기도 성남시 분당구 삼평동 680번지,,음식점,337.08,,,위탁재활용,,37.4012708935,127.1086502502,2020-02-17,일반음식점
성남시,본가장수촌,경기도 성남시 분당구 판교로552번길 1,경기도 성남시 분당구 야탑동 598번지,031-703-3003,음식점,390.99,,,위탁재활용,,37.4073128942,127.1348787938,2020-02-17,일반음식점
성남시,본우리집밥 국군의무사령부점,경기도 성남시 분당구 새마을로177번길 81,경기도 성남시 분당구 율동 222번지,031-725-6020,집단급식소,550,,,위탁재활용,,37.3922776751,127.1490194415,2020-02-17,
성남시,봉피양(분당),경기도 성남시 분당구 정자일로 121,경기도 성남시 분당구 정자동 174-1번지 더샵스타파크 D동 9~11호,031-719-9293,음식점,213.63,,,위탁재활용,,37.3611029073,127.1051775660,2020-02-17,일반음식점
성남시,북촌생태찌개,경기도 성남시 수정구 대왕판교로 907,경기도 성남시 수정구 시흥동 219번지,031-755-2707,음식점,360.8,,,위탁재활용,,37.4212308831,127.1016185455,2020-02-17,일반음식점
성남시,분당H병원,경기도 성남시 분당구 백현로 97,경기도 성남시 분당구 수내동 22-3번지,1577-5975,집단급식소,200,,,위탁재활용,,37.3768525331,127.1113749843,2020-02-17,
성남시,분당경영고등학교,경기도 성남시 분당구 금곡로 289,경기도 성남시 분당구 금곡동 123번지,031-711-4248,집단급식소,850,,,위탁재활용,,37.3550245428,127.1096921792,2020-02-17,
성남시,분당경찰서,경기도 성남시 분당구 정자일로 165,경기도 성남시 분당구 정자동 160번지,,집단급식소,180,,,위탁재활용,,37.3652682739,127.1054719502,2020-02-17,
성남시,분당고등학교,경기도 성남시 분당구 내정로165번길 31,경기도 성남시 분당구 수내동 25번지,031-711-1314,집단급식소,2200,,,위탁재활용,,37.3756329723,127.1160685825,2020-02-17,
성남시,분당구청 집단급식소,경기도 성남시 분당구 분당로 50,경기도 성남시 분당구 수내동 1번지,,집단급식소,350,,,위탁재활용,,37.3827271625,127.1189580233,2020-02-17,
성남시,분당대진고등학교,경기도 성남시 분당구 분당로 271,경기도 성남시 분당구 분당동 72번지,031-706-8574,집단급식소,1650,,,위탁재활용,,37.3694109384,127.1381457601,2020-02-17,
성남시,분당러스크재활전문병원,경기도 성남시 분당구 정자일로156번길 6,경기도 성남시 분당구 정자동 155-1번지 뉴본타워 3~8층,031-716-0007,집단급식소,100,,,위탁재활용,,37.3639821050,127.1063143634,2020-02-17,
성남시,분당메가스터디학원[메가푸드앤서비스(주)분당지점],경기도 성남시 분당구 성남대로779번길 15,경기도 성남시 분당구 이매동 106-4번지,031-384-8383,집단급식소,300,,,위탁재활용,,37.3988953795,127.1266493454,2020-02-17,
성남시,분당발전처점[㈜고매푸드],경기도 성남시 분당구 분당로 336,경기도 성남시 분당구 분당동 186번지,,집단급식소,120,,,위탁재활용,,37.3651416832,127.1470138908,2020-02-17,
성남시,분당베스트병원,경기도 성남시 분당구 성남대로926번길 6,경기도 성남시 분당구 야탑동 361-5번지,,집단급식소,120,,,위탁재활용,,37.4121918299,127.1298830229,2020-02-17,
성남시,분당성모유치원[(재)천주교수원교구],경기도 성남시 분당구 구미로130번길 20,경기도 성남시 분당구 구미동 238번지,,집단급식소,150,,,위탁재활용,,37.3401181492,127.1243890983,2020-02-17,
성남시,분당세무서[㈜에이치케이푸드],경기도 성남시 분당구 분당로 23,경기도 성남시 분당구 서현동 277번지,031-219-9697,집단급식소,100,,,위탁재활용,,37.3853316688,127.1188092896,2020-02-17,
성남시,분당센트럴요양병원,경기도 성남시 분당구 양현로94번길 17,경기도 성남시 분당구 이매동 120-5번지,,집단급식소,240,,,위탁재활용,,37.3912768231,127.1260431995,2020-02-17,
성남시,분당수요양병원,경기도 성남시 분당구 판교로 473,경기도 성남시 분당구 야탑동 532-4번지,031-703-7500,집단급식소,270,,,위탁재활용,,37.4057362206,127.1264572144,2020-02-17,
성남시,분당영덕여자고등학교,경기도 성남시 분당구 판교로592번길 13,경기도 성남시 분당구 야탑동 455번지,031-724-6014,집단급식소,1200,,,위탁재활용,,37.4064489918,127.1382727898,2020-02-17,
성남시,분당유황오리진흙구이,경기도 성남시 분당구 새마을로 89,경기도 성남시 분당구 서현동 69번지,031-701-5292,음식점,458.85,,,위탁재활용,,37.3838402948,127.1405276547,2020-02-17,일반음식점
성남시,분당중앙고등학교,경기도 성남시 분당구 불정로 174,경기도 성남시 분당구 정자동 220번지,031-713-7115,집단급식소,2610,,,위탁재활용,,37.3606434223,127.1246256009,2020-02-17,
성남시,분당중학교,경기도 성남시 분당구 황새울로 4,경기도 성남시 분당구 정자동 153번지,,집단급식소,745,,,위탁재활용,,37.3609061080,127.1110732839,2020-02-17,
성남시,분당초등학교,경기도 성남시 분당구 중앙공원로32번길 20,경기도 성남시 분당구 서현동 92-1번지,031-709-5256,집단급식소,1010,,,위탁재활용,,37.3787947454,127.1295502183,2020-02-17,
성남시,분당테크노파크C동식당,"경기도 성남시 분당구 판교로 744 (야탑동, 분당테크노파크)",경기도 성남시 분당구 야탑동 145번지 분당테크노파크,,집단급식소,350,,,위탁재활용,,37.4046245281,127.1551397806,2020-02-17,
성남시,분당테크노파크E동구내식당 [두오푸드],"경기도 성남시 분당구 판교로 700 (야탑동, 분당테크노파크)",경기도 성남시 분당구 야탑동 151번지 분당테크노파크,031-705-0515,집단급식소,400,,,위탁재활용,,37.4046668760,127.1511397110,2020-02-17,
성남시,분테구내식당,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지,,집단급식소,250,,,자가재활용,,37.4038894999,127.1503975833,2020-02-17,
성남시,불곡고등학교,경기도 성남시 분당구 금곡로 149,경기도 성남시 분당구 구미동 91번지,031-710-2817,집단급식소,900,,,위탁재활용,,37.3484822566,127.1185214609,2020-02-17,
성남시,불곡중학교,경기도 성남시 분당구 금곡로 139,경기도 성남시 분당구 구미동 92번지,031-714-2108,집단급식소,1299,,,위탁재활용,,37.3474591649,127.1199153678,2020-02-17,
성남시,불곡초등학교,경기도 성남시 분당구 무지개로 129,경기도 성남시 분당구 구미동 241번지,,집단급식소,700,,,위탁재활용,,37.3409866347,127.1197334886,2020-02-17,
성남시,불정초등학교,경기도 성남시 분당구 돌마로 250,경기도 성남시 분당구 정자동 203번지,,집단급식소,980,,,위탁재활용,,37.3612579994,127.1194957169,2020-02-17,
성남시,붓처스컷 아브뉴프랑판교점,경기도 성남시 분당구 분당내곡로 150 (삼평동),경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스,,음식점,293.93,,,위탁재활용,,37.3973209570,127.1135515109,2020-02-17,일반음식점
성남시,브래드팩토리망캄,경기도 성남시 분당구 새마을로 107,경기도 성남시 분당구 서현동 30-3번지,031-702-9786,음식점,200,,,위탁재활용,,37.3835756379,127.1424266316,2020-02-17,일반음식점
성남시,블루밍가든 아브뉴프랑 판교점,경기도 성남시 분당구 분당내곡로 150 (삼평동),경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스,,음식점,377.24,,,위탁재활용,,37.3973209570,127.1135515109,2020-02-17,일반음식점
성남시,비스토로바이콘,경기도 성남시 분당구 대왕판교로645번길 36,경기도 성남시 분당구 삼평동 632번지,,음식점,204.14,,,위탁재활용,,37.4003836790,127.1020904796,2020-02-17,일반음식점
성남시,비틀즈,경기도 성남시 수정구 사송로46번길 3,경기도 성남시 수정구 사송동 575-1번지,,음식점,212.4,,,위탁재활용,,37.4151779784,127.1137875018,2020-02-17,일반음식점
성남시,빕스판교점,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동 740번지 판교호반써밋플레이스 201호,031-8016-5997,음식점,635.44,,,위탁재활용,,37.3973209570,127.1135515109,2020-02-17,일반음식점
성남시,뼈마을감자탕,경기도 성남시 분당구 구미로9번길 25,경기도 성남시 분당구 구미동 182번지,,음식점,204.35,,,위탁재활용,,37.3403778552,127.1099373314,2020-02-17,일반음식점
성남시,뽕잎칼국수,경기도 성남시 수정구 청계산로 463,경기도 성남시 수정구 상적동 190-65번지,031-756-9004,음식점,232.83,,,위탁재활용,,37.4309320815,127.0738860739,2020-02-17,일반음식점
성남시,사계절한정식,경기도 성남시 분당구 판교백현로 49,경기도 성남시 분당구 백현동 491번지,031-705-7115,음식점,353.97,,,위탁재활용,,37.3823101253,127.0938610612,2020-02-17,일반음식점
성남시,사랑이네 생선구이,경기도 성남시 수정구 적푸리로 27,경기도 성남시 수정구 상적동 96-7번지,,음식점,268.33,,,위탁재활용,,37.4338515698,127.0837374296,2020-02-17,휴게음식점
성남시,사이공핫팟,경기도 성남시 분당구 분당로53번길 11,경기도 성남시 분당구 서현동 269-5번지,031-8017-4208,음식점,228,,,위탁재활용,,37.3840695247,127.1215493063,2020-02-17,일반음식점
성남시,산성함바,경기도 성남시 수정구 수정로 358,경기도 성남시 수정구 산성동 849번지,,음식점,285.12,,,위탁재활용,,37.4556096368,127.1501795933,2020-02-17,일반음식점
성남시,산수화,경기도 성남시 분당구 새마을로 95,경기도 성남시 분당구 서현동 52번지,031-706-8228,음식점,261.58,,,위탁재활용,,37.3836531345,127.1412288955,2020-02-17,일반음식점
성남시,산운초등학교,경기도 성남시 분당구 판교원로117번길 11,경기도 성남시 분당구 운중동 927번지,,집단급식소,658,,,위탁재활용,,37.3897488423,127.0790672873,2020-02-17,
성남시,산촌골,경기도 성남시 수정구 헌릉로 936,경기도 성남시 수정구 복정동 183-14번지,031-754-5552,음식점,273.34,,,위탁재활용,,37.4646549414,127.1367599689,2020-02-17,일반음식점
성남시,산해별미곤드레밥,경기도 성남시 수정구 헌릉로 986,경기도 성남시 수정구 복정동 50-8번지,031-756-3334,음식점,295.32,,,위탁재활용,,37.4623704761,127.1413506618,2020-02-17,일반음식점
성남시,삼거리불포차,경기도 성남시 수정구 산성대로269번길 10,경기도 성남시 수정구 신흥동 2572번지,,음식점,992.22,,,위탁재활용,,37.4417456176,127.1468301396,2020-02-17,일반음식점
성남시,삼겹랜드 상대원점,경기도 성남시 중원구 둔촌대로 400,경기도 성남시 중원구 상대원동 5439-1번지,031-737-0909,음식점,258.05,,,위탁재활용,,37.4329007156,127.1613964754,2020-02-17,일반음식점
성남시,삼공사공,경기도 성남시 분당구 서현로 375,경기도 성남시 분당구 서현동 333-2번지,031-781-3040,음식점,228.33,,,위탁재활용,,37.3767255860,127.1396015473,2020-02-17,일반음식점
성남시,삼교리동치미막국수,경기도 성남시 분당구 대왕판교로 275,경기도 성남시 분당구 궁내동 239-1번지,,음식점,298.9,,,위탁재활용,,37.3682370199,127.1010519011,2020-02-17,일반음식점
성남시,삼김농원,경기도 성남시 분당구 새마을로1번길 10 (서현동),경기도 성남시 분당구 서현동 221,,음식점,222.97,,,위탁재활용,,37.3849190348,127.1312436521,2020-02-17,일반음식점
성남시,삼성웰스토리(주) 꽃밥,경기도 성남시 분당구 판교로256번길 25,경기도 성남시 분당구 삼평동 631번지,,집단급식소,600,,,위탁재활용,,37.4004142132,127.1031297735,2020-02-17,
성남시,삼성웰스토리(주) 밥집,경기도 성남시 분당구 판교로256번길 25,경기도 성남시 분당구 삼평동 631번지,,집단급식소,600,,,위탁재활용,,37.4004142132,127.1031297735,2020-02-17,
성남시,삼성웰스토리(주) 헬씨랩,경기도 성남시 분당구 구미로 8,경기도 성남시 분당구 구미동 188번지,031-5171-1854,집단급식소,400,,,위탁재활용+자가재활용,,37.3376640604,127.1097481634,2020-02-17,
성남시,삼성웰스토리(주)NHN,경기도 성남시 분당구 대왕판교로645번길 12,경기도 성남시 분당구 삼평동 629번지,031-8016-6442,집단급식소,1250,,,위탁재활용,,37.4003481203,127.1049265705,2020-02-17,
성남시,삼성웰스토리(주)넥다,경기도 성남시 분당구 판교로256번길 7,경기도 성남시 분당구 삼평동 627번지,,집단급식소,1900,,,위탁재활용,,37.4020377986,127.1034601712,2020-02-17,
성남시,삼성웰스토리(주)넥다플러스,경기도 성남시 분당구 판교로256번길 19,경기도 성남시 분당구 삼평동 630번지,,집단급식소,1900,,,위탁재활용,,37.4012795948,127.1031478069,2020-02-17,
성남시,삼성웰스토리(주)다이닝엔,경기도 성남시 분당구 판교로256번길 7,경기도 성남시 분당구 삼평동 627번지,,집단급식소,2000,,,위탁재활용,,37.4020377986,127.1034601712,2020-02-17,
성남시,삼성웰스토리(주)메디슨판교,"경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지)",경기도 성남시 분당구 백현동 530번지 알파리움2단지,,집단급식소,1000,,,위탁재활용,,37.3944194263,127.1083469486,2020-02-17,
성남시,삼성웰스토리(주)분당서울대병원델라코트,경기도 성남시 분당구 구미로173번길 82,경기도 성남시 분당구 구미동 300번지,031-717-6479,음식점,532.63,,,위탁재활용,,37.3520167812,127.1244991912,2020-02-17,일반음식점
성남시,삼성웰스토리(주)분당서울대학병원직원식당,경기도 성남시 분당구 구미로173번길 82,경기도 성남시 분당구 구미동 300번지,031-786-0574,집단급식소,3100,,,위탁재활용,,37.3520167812,127.1244991912,2020-02-17,
성남시,삼성웰스토리(주)에이치피프린팅코리아판교,경기도 성남시 분당구 판교역로 152,경기도 성남시 분당구 백현동 537번지,,집단급식소,1100,,,위탁재활용,,37.3942187192,127.1103476504,2020-02-17,
성남시,삼성웰스토리(주)엔씨소프트,경기도 성남시 분당구 대왕판교로644번길 12,경기도 성남시 분당구 삼평동 668번지,031-8017-6559,집단급식소,2640,,,위탁재활용,,37.3993868998,127.1086148542,2020-02-17,
성남시,삼성웰스토리(주)이노밸리,경기도 성남시 분당구 판교로 255,경기도 성남시 분당구 삼평동 622번지,,집단급식소,400,,,위탁재활용,,37.4042793774,127.1026122319,2020-02-17,
성남시,삼성웰스토리(주)중공업판교,경기도 성남시 분당구 판교로227번길 23,경기도 성남시 분당구 삼평동 615번지,,집단급식소,800,,,위탁재활용,,37.4044381984,127.0989279090,2020-02-17,
성남시,삼성웰스토리(주)차병원판교,경기도 성남시 분당구 판교로 335,경기도 성남시 분당구 삼평동 689번지,031-8016-6990,집단급식소,300,,,위탁재활용,,37.4038407043,127.1116537036,2020-02-17,
성남시,삼성웰스토리(주)코리아벤처타운,경기도 성남시 분당구 대왕판교로644번길 49,경기도 성남시 분당구 삼평동 676번지,031-8016-2586,집단급식소,1700,,,위탁재활용,,37.4010034199,127.1122784658,2020-02-17,
성남시,삼성웰스토리(주)티맥스소프트,경기도 성남시 분당구 정자일로 45,경기도 성남시 분당구 금곡동 196번지,031-711-1062,집단급식소,480,,,위탁재활용,,37.3538280086,127.1049559684,2020-02-17,
성남시,삼성웰스토리㈜ 분당서울대HIP,경기도 성남시 분당구 돌마로 172,경기도 성남시 분당구 정자동 217번지,031-712-6379,집단급식소,950,,,위탁재활용,,37.3543040744,127.1209761352,2020-02-17,
성남시,삼성웰스토리㈜휴맥스분당사옥,경기도 성남시 분당구 황새울로 216,경기도 성남시 분당구 수내동 11-4번지,,집단급식소,400,,,위탁재활용,,37.3784707548,127.1128237074,2020-02-17,
성남시,삼성웰스토리주식회사 판교디지털센터,경기도 성남시 분당구 판교로 242,경기도 성남시 분당구 삼평동 624번지,,집단급식소,800,,,위탁재활용,,37.4023543451,127.1010970709,2020-02-17,
성남시,삼성제약(주),경기도 성남시 분당구 운중로146번길 23-1,경기도 성남시 분당구 운중동 1022-3번지,070-4250-9196,집단급식소,130,,,위탁재활용,,37.3904588030,127.0810063888,2020-02-17,
성남시,삼소반 (주)블루젠,경기도 성남시 분당구 판교역로 221,경기도 성남시 분당구 삼평동 672번지,,집단급식소,500,,,위탁재활용,,37.4007312358,127.1090033094,2020-02-17,
성남시,삼양판교R&D센터[삼성웰스토리㈜ 삼양사],경기도 성남시 분당구 판교로 295,경기도 성남시 분당구 삼평동 693번지,031-8038-5408,집단급식소,400,,,위탁재활용,,37.4036363379,127.1070899971,2020-02-17,
성남시,삼육가,경기도 성남시 분당구 성남대로926번길 20,경기도 성남시 분당구 야탑동 361-2번지,031-301-3676,음식점,232.9,,,위탁재활용,,37.4131115720,127.1299915009,2020-02-17,일반음식점
성남시,삼평중학교,경기도 성남시 분당구 대왕판교로644번길 77,경기도 성남시 분당구 삼평동 727번지,,집단급식소,740,,,위탁재활용,,37.4005285950,127.1159303111,2020-02-17,
성남시,삿뽀로판교점,경기도 성남시 분당구 대왕판교로606번길 58,경기도 성남시 분당구 삼평동 741번지,031-8016-5991,음식점,643.26,,,위탁재활용,,37.3954464194,127.1136515168,2020-02-17,일반음식점
성남시,상대원초등학교,경기도 성남시 중원구 순환로214번길 16,경기도 성남시 중원구 상대원동 54번지,031-736-7322,집단급식소,574,,,위탁재활용,,37.4424034007,127.1816570102,2020-02-17,
성남시,상원초등학교,경기도 성남시 중원구 은행로 6,경기도 성남시 중원구 은행동 421번지,031-732-4765,집단급식소,857,,,위탁재활용,,37.4538173633,127.1630886280,2020-02-17,
성남시,상탑초등학교,경기도 성남시 분당구 판교로 647,경기도 성남시 분당구 야탑동 161번지,,집단급식소,760,,,위탁재활용,,37.4062100750,127.1456975861,2020-02-17,
성남시,새마을식당성남신흥역점,경기도 성남시 수정구 산성대로255번길 9,경기도 성남시 수정구 신흥동 4200번지,031-745-7753,음식점,205.16,,,위탁재활용,,37.4409738750,127.1449685179,2020-02-17,일반음식점
성남시,새마을운동중앙연수원,경기도 성남시 분당구 새마을로 257,경기도 성남시 분당구 율동 200번지,031-780-7865,집단급식소,500,,,위탁재활용,,37.3923478972,127.1582914717,2020-02-17,
성남시,새벽 어시장,경기도 성남시 분당구 야탑로105번길 18,경기도 성남시 분당구 야탑동 371번지,031-706-3302,음식점,382.71,,,위탁재활용+자가재활용,,37.4114552578,127.1307002537,2020-02-17,일반음식점
성남시,새소망병원,경기도 성남시 수정구 성남대로 1219,경기도 성남시 수정구 수진동 4553번지,031-721-7317,집단급식소,350,,,위탁재활용,,37.4386304277,127.1274354979,2020-02-17,
성남시,새솔푸드시스템,경기도 성남시 중원구 사기막골로45번길 14,경기도 성남시 중원구 상대원동 146-8번지,031-751-4611,음식점,505,,,위탁재활용,,37.4367194280,127.1698572002,2020-02-17,일반음식점
성남시,새천년부페웨딩홀,경기도 성남시 분당구 성남대로916번길 5,경기도 성남시 분당구 야탑동 366-1번지,031-705-1133,음식점,708.34,,,위탁재활용,,37.4115428144,127.1298749160,2020-02-17,일반음식점
성남시,새천년부페컨벤션센타,경기도 성남시 분당구 성남대로916번길 5,경기도 성남시 분당구 야탑동 366-1번지,031-705-1133,음식점,1249.78,,,위탁재활용,,37.4115428144,127.1298749160,2020-02-17,일반음식점
성남시,샛별중학교,경기도 성남시 분당구 불정로 288,경기도 성남시 분당구 수내동 164-3번지,031-777-7403,집단급식소,876,,,위탁재활용,,37.3681504127,127.1298623129,2020-02-17,
성남시,샤브미,경기도 성남시 분당구 성남대로331번길 3-3,경기도 성남시 분당구 정자동 156-1번지,031-714-4921,음식점,302.22,,,위탁재활용,,37.3653297931,127.1077076750,2020-02-17,일반음식점
성남시,샤브향(서현점),"경기도 성남시 분당구 안골로 12-4, 동양프라자 (서현동)",경기도 성남시 분당구 서현동 198-1번지 동양프라자,,음식점,208.08,,,위탁재활용,,37.3843418714,127.1336120914,2020-02-17,일반음식점
성남시,샤브향이매야탑점,경기도 성남시 분당구 방아로 12,경기도 성남시 분당구 이매동 74-1번지,031-702-4535,음식점,313.86,,,위탁재활용,,37.3977530300,127.1302816821,2020-02-17,일반음식점
성남시,서가앤쿡,경기도 성남시 분당구 황새울로335번길 5,경기도 성남시 분당구 서현동 261-5번지,031-696-1223,음식점,249.6,,,위탁재활용,,37.3860530327,127.1216974849,2020-02-17,일반음식점
성남시,서가앤쿡 분당미금점,경기도 성남시 분당구 성남대로 151,경기도 성남시 분당구 구미동 9-1번지,,음식점,319.02,,,위탁재활용,,37.3492781995,127.1083218741,2020-02-17,일반음식점
성남시,서당초등학교,경기도 성남시 분당구 돌마로476번길 30,경기도 성남시 분당구 서현동 303번지,,집단급식소,973,,,위탁재활용,,37.3746009633,127.1345856306,2020-02-17,
