배출년도,배출월,배출일,시군구명,배출량비율(%),배출횟수,배출횟수비율(%),세대수,남성인구,여성인구,외국인인구,배출량(kg)
2018,10,26,포천시,2.61,3058,2.56,69442.0,79712,71783,12740,5588.15
2018,10,26,평택시,2.57,3391,2.68,212924.0,253115,240455,22619,5881.1
2018,10,26,파주시,2.69,13108,2.78,187439.0,228383,221724,11179,21415.95
2018,10,26,이천시,2.73,5846,2.72,89166.0,110402,104675,7400,12428.95
2018,10,26,의정부시,2.64,2285,2.64,183786.0,219374,225637,4599,3681.95
2018,10,26,의왕시,3.38,3495,2.86,58764.0,76676,76885,1145,24597.9
2018,10,26,용인시,2.7,53300,2.72,386759.0,512325,518410,18367,86922.35
2018,10,26,오산시,2.72,11944,2.74,89231.0,112855,106364,9216,20873.3
2018,10,26,여주시,2.66,1811,2.68,49464.0,56475,55145,3608,3806.15
2018,10,26,양주시,2.68,8247,2.73,87948.0,109244,106118,7320,13444.0
2018,10,26,안양시,2.68,1932,2.67,222707.0,287230,292243,7286,3049.35
2018,10,26,시흥시,2.71,708,2.74,178754.0,232322,211506,33913,1165.35
2018,10,26,수원시권선구,2.75,19833,2.79,40512.0,605743,596732,0,31386.95
2018,10,26,수원시팔달구,2.65,6463,2.76,40512.0,605743,596732,0,9545.55
2018,10,26,수원시장안구,2.63,13148,2.74,492164.0,605743,596732,40512,20224.75
2018,10,26,수원시영통구,2.68,23964,2.75,40512.0,605743,596732,0,36387.95
2018,10,26,성남시분당구,2.68,280,2.81,17693.0,473442,482557,0,365.1
2018,10,26,성남시중원구,2.62,80,2.59,17693.0,473442,482557,0,114.7
2018,10,26,부천시,2.77,6849,2.79,338700.0,421602,424823,23750,11049.8
2018,10,26,동두천시,2.79,3458,2.78,42862.0,48089,48340,3373,5893.8
2018,10,26,남양주시,2.75,5857,2.73,263504.0,339862,341523,7157,10166.8
2018,10,26,군포시,2.65,2983,2.66,107237.0,137729,139564,6807,4613.25
2018,10,26,구리시,3.38,6219,2.89,79447.0,100924,102294,1398,26234.1
2018,10,26,광주시,2.49,44,2.41,148745.0,185477,176453,12779,81.15
2018,10,26,고양시,2.58,324,3.06,415905.0,511752,531377,12631,313.2
2018,10,27,화성시,2.98,38381,2.86,296087.0,387012,360709,38633,73112.78
2018,10,27,하남시,5.19,63,5.6,102213.0,124411,123249,2328,2853.5
2018,10,27,포천시,3.32,3715,3.11,69442.0,79712,71783,12740,7105.1
2018,10,27,평택시,3.17,3850,3.04,212924.0,253115,240455,22619,7269.75
2018,10,27,파주시,3.17,14130,2.99,187439.0,228383,221724,11179,25252.65
2018,10,27,이천시,3.19,6437,2.99,89166.0,110402,104675,7400,14513.7
2018,10,27,의정부시,3.22,2663,3.07,183786.0,219374,225637,4599,4493.15
2018,10,27,의왕시,2.39,3661,2.99,58764.0,76676,76885,1145,17403.15
2018,10,27,용인시,3.07,57072,2.91,386759.0,512325,518410,18367,98967.85
2018,10,27,오산시,3.16,12957,2.97,89231.0,112855,106364,9216,24314.3
2018,10,27,여주시,3.25,2054,3.04,49464.0,56475,55145,3608,4650.65
2018,10,27,양주시,3.25,9287,3.07,87948.0,109244,106118,7320,16267.05
2018,10,27,안양시,3.4,2344,3.24,222707.0,287230,292243,7286,3869.9
2018,10,27,시흥시,2.89,755,2.93,178754.0,232322,211506,33913,1242.05
2018,10,27,수원시권선구,3.07,20660,2.91,40512.0,605743,596732,0,35029.95
2018,10,27,수원시장안구,3.07,13944,2.91,492164.0,605743,596732,40512,23607.65
2018,10,27,수원시영통구,3.1,25678,2.95,40512.0,605743,596732,0,42072.9
2018,10,27,수원시팔달구,3.11,6874,2.93,40512.0,605743,596732,0,11181.1
2018,10,27,성남시분당구,2.96,289,2.9,17693.0,473442,482557,0,403.2
2018,10,27,성남시중원구,3.49,106,3.43,17693.0,473442,482557,0,152.6
2018,10,27,부천시,3.18,7382,3.01,338700.0,421602,424823,23750,12686.15
2018,10,27,동두천시,3.2,3750,3.02,42862.0,48089,48340,3373,6772.5
2018,10,27,남양주시,2.97,6152,2.87,263504.0,339862,341523,7157,10963.1
2018,10,27,군포시,2.97,3200,2.86,107237.0,137729,139564,6807,5176.2
2018,10,27,구리시,2.46,6123,2.85,79447.0,100924,102294,1398,19049.3
2018,10,27,광주시,2.77,66,3.61,148745.0,185477,176453,12779,90.35
2018,10,27,고양시,3.16,313,2.95,415905.0,511752,531377,12631,384.35
2018,10,28,화성시,4.33,52270,3.9,296087.0,387012,360709,38633,106289.46
2018,10,28,하남시,7.09,81,7.19,102213.0,124411,123249,2328,3894.0
2018,10,28,포천시,3.42,3567,2.99,69442.0,79712,71783,12740,7338.85
2018,10,28,평택시,4.07,4545,3.59,212924.0,253115,240455,22619,9336.3
2018,10,28,파주시,3.47,14452,3.06,187439.0,228383,221724,11179,27678.55
2018,10,28,이천시,3.79,7355,3.42,89166.0,110402,104675,7400,17253.74
2018,10,28,의정부시,3.89,2949,3.4,183786.0,219374,225637,4599,5435.65
2018,10,28,의왕시,0.94,4003,3.27,58764.0,76676,76885,1145,6853.15
2018,10,28,용인시,3.87,67966,3.47,386759.0,512325,518410,18367,124561.65
2018,10,28,오산시,4.34,16496,3.78,89231.0,112855,106364,9216,33348.95
2018,10,28,여주시,4.02,2336,3.46,49464.0,56475,55145,3608,5747.2
2018,10,28,양주시,3.48,9343,3.09,87948.0,109244,106118,7320,17435.15
2018,10,28,안양시,4.54,2986,4.13,222707.0,287230,292243,7286,5172.85
2018,10,28,시흥시,4.08,962,3.73,178754.0,232322,211506,33913,1753.3
2018,10,28,수원시권선구,4.11,25965,3.66,40512.0,605743,596732,0,46938.35
2018,10,28,수원시장안구,4.05,17298,3.6,492164.0,605743,596732,40512,31085.25
2018,10,28,수원시영통구,3.88,29889,3.44,40512.0,605743,596732,0,52674.2
2018,10,28,수원시팔달구,3.74,7579,3.23,40512.0,605743,596732,0,13449.35
2018,10,28,성남시분당구,3.45,315,3.16,17693.0,473442,482557,0,469.35
2018,10,28,성남시중원구,4.44,109,3.52,17693.0,473442,482557,0,194.4
2018,10,28,부천시,4.01,8979,3.66,338700.0,421602,424823,23750,16011.3
2018,10,28,동두천시,3.2,3460,2.79,42862.0,48089,48340,3373,6773.2
2018,10,28,남양주시,3.98,7830,3.65,263504.0,339862,341523,7157,14713.75
2018,10,28,군포시,3.97,3909,3.49,107237.0,137729,139564,6807,6911.15
2018,10,28,구리시,1.62,7043,3.28,79447.0,100924,102294,1398,12559.25
2018,10,28,광주시,5.01,118,6.46,148745.0,185477,176453,12779,163.6
2018,10,28,고양시,3.13,312,2.94,415905.0,511752,531377,12631,380.55
2018,10,29,화성시,3.59,45065,3.36,296087.0,387012,360709,38633,88198.28
2018,10,29,하남시,5.69,69,6.13,102213.0,124411,123249,2328,3126.0
2018,10,29,포천시,3.74,4108,3.44,69442.0,79712,71783,12740,8016.1
2018,10,29,평택시,3.58,4207,3.32,212924.0,253115,240455,22619,8212.45
2018,10,29,파주시,3.67,16067,3.4,187439.0,228383,221724,11179,29238.0
2018,10,29,이천시,3.62,7219,3.35,89166.0,110402,104675,7400,16479.55
2018,10,29,의정부시,3.66,2898,3.34,183786.0,219374,225637,4599,5113.65
2018,10,29,의왕시,6.08,4233,3.46,58764.0,76676,76885,1145,44265.9
2018,10,29,용인시,3.58,65652,3.35,386759.0,512325,518410,18367,115289.5
2018,10,29,오산시,3.55,14475,3.32,89231.0,112855,106364,9216,27263.3
2018,10,29,여주시,3.67,2290,3.39,49464.0,56475,55145,3608,5250.85
2018,10,29,양주시,3.69,10277,3.4,87948.0,109244,106118,7320,18457.3
2018,10,29,안양시,3.18,2162,2.99,222707.0,287230,292243,7286,3620.05
2018,10,29,시흥시,3.28,827,3.2,178754.0,232322,211506,33913,1408.9
2018,10,29,수원시팔달구,3.64,7986,3.41,40512.0,605743,596732,0,13116.55
2018,10,29,수원시영통구,3.82,30337,3.49,40512.0,605743,596732,0,51923.25
2018,10,29,수원시권선구,3.48,23108,3.25,40512.0,605743,596732,0,39764.3
2018,10,29,수원시장안구,3.39,15333,3.19,492164.0,605743,596732,40512,26047.0
2018,10,29,성남시분당구,3.66,333,3.34,17693.0,473442,482557,0,498.15
2018,10,29,성남시중원구,3.13,105,3.39,17693.0,473442,482557,0,137.2
2018,10,29,부천시,3.52,8157,3.32,338700.0,421602,424823,23750,14067.9
2018,10,29,동두천시,3.47,3984,3.21,42862.0,48089,48340,3373,7337.45
2018,10,29,남양주시,3.51,6982,3.26,263504.0,339862,341523,7157,12945.55
2018,10,29,군포시,3.56,3764,3.36,107237.0,137729,139564,6807,6194.5
2018,10,29,구리시,4.98,7616,3.54,79447.0,100924,102294,1398,38566.5
2018,10,29,광주시,3.67,86,4.7,148745.0,185477,176453,12779,119.7
2018,10,29,고양시,2.96,292,2.76,415905.0,511752,531377,12631,359.6
2018,10,30,화성시,3.06,39947,2.98,296087.0,387012,360709,38633,75122.9
2018,10,30,하남시,5.77,62,5.51,102213.0,124411,123249,2328,3173.0
2018,10,30,포천시,3.24,3608,3.02,69442.0,79712,71783,12740,6938.2
2018,10,30,평택시,3.09,3813,3.01,212924.0,253115,240455,22619,7094.65
2018,10,30,파주시,3.28,14967,3.17,187439.0,228383,221724,11179,26111.85
2018,10,30,이천시,3.06,6332,2.94,89166.0,110402,104675,7400,13902.45
2018,10,30,의정부시,3.23,2637,3.04,183786.0,219374,225637,4599,4511.75
2018,10,30,의왕시,3.02,3763,3.08,58764.0,76676,76885,1145,22020.55
2018,10,30,용인시,3.11,59458,3.04,386759.0,512325,518410,18367,100145.25
2018,10,30,오산시,3.06,12904,2.96,89231.0,112855,106364,9216,23478.3
2018,10,30,여주시,3.09,2029,3.0,49464.0,56475,55145,3608,4426.1
2018,10,30,양주시,3.19,9115,3.02,87948.0,109244,106118,7320,15974.45
2018,10,30,안양시,2.94,2065,2.86,222707.0,287230,292243,7286,3347.0
2018,10,30,시흥시,3.04,758,2.94,178754.0,232322,211506,33913,1306.2
2018,10,30,수원시권선구,3.17,21774,3.07,40512.0,605743,596732,0,36243.9
2018,10,30,수원시팔달구,3.11,7101,3.03,40512.0,605743,596732,0,11208.15
2018,10,30,수원시영통구,3.09,26134,3.0,40512.0,605743,596732,0,41999.55
2018,10,30,수원시장안구,3.07,14212,2.96,492164.0,605743,596732,40512,23587.2
2018,10,30,성남시분당구,3.57,349,3.5,17693.0,473442,482557,0,485.95
2018,10,30,성남시중원구,2.55,86,2.78,17693.0,473442,482557,0,111.5
2018,10,30,부천시,3.1,7413,3.02,338700.0,421602,424823,23750,12363.85
2018,10,30,동두천시,2.93,3533,2.84,42862.0,48089,48340,3373,6183.15
2018,10,30,남양주시,3.18,6464,3.02,263504.0,339862,341523,7157,11751.6
2018,10,30,군포시,3.13,3371,3.01,107237.0,137729,139564,6807,5454.9
2018,10,30,구리시,3.52,6392,2.97,79447.0,100924,102294,1398,27295.15
2018,10,30,광주시,3.28,71,3.88,148745.0,185477,176453,12779,107.0
2018,10,30,고양시,3.11,294,2.77,415905.0,511752,531377,12631,378.65
2018,10,31,화성시,2.96,39414,2.94,296087.0,387012,360709,38633,72631.03
2018,10,31,하남시,5.02,62,5.51,102213.0,124411,123249,2328,2757.5
2018,10,31,포천시,2.84,3381,2.83,69442.0,79712,71783,12740,6095.85
2018,10,31,평택시,3.02,3826,3.02,212924.0,253115,240455,22619,6926.85
2018,10,31,파주시,3.33,14165,3.0,187439.0,228383,221724,11179,26505.25
2018,10,31,이천시,3.23,6703,3.11,89166.0,110402,104675,7400,14682.95
2018,10,31,의정부시,3.1,2654,3.06,183786.0,219374,225637,4599,4325.7
2018,10,31,의왕시,3.68,3770,3.08,58764.0,76676,76885,1145,26808.65
2018,10,31,용인시,3.09,59362,3.03,386759.0,512325,518410,18367,99429.55
2018,10,31,오산시,3.2,13780,3.16,89231.0,112855,106364,9216,24554.2
2018,10,31,여주시,3.26,2076,3.07,49464.0,56475,55145,3608,4661.65
2018,10,31,양주시,3.13,9086,3.01,87948.0,109244,106118,7320,15696.5
2018,10,31,안양시,3.02,2174,3.01,222707.0,287230,292243,7286,3437.75
2018,10,31,시흥시,3.12,760,2.94,178754.0,232322,211506,33913,1339.25
2018,10,31,수원시장안구,3.15,14829,3.09,492164.0,605743,596732,40512,24222.2
2018,10,31,수원시권선구,3.11,21702,3.06,40512.0,605743,596732,0,35489.4
2018,10,31,수원시팔달구,3.17,7372,3.14,40512.0,605743,596732,0,11407.85
2018,10,31,수원시영통구,3.16,27012,3.11,40512.0,605743,596732,0,42894.05
2018,10,31,성남시분당구,2.61,280,2.81,17693.0,473442,482557,0,355.3
2018,10,31,성남시중원구,3.09,99,3.2,17693.0,473442,482557,0,135.4
2018,10,31,부천시,3.05,7438,3.03,338700.0,421602,424823,23750,12164.8
2018,10,31,동두천시,2.92,3547,2.86,42862.0,48089,48340,3373,6161.1
2018,10,31,남양주시,3.02,6477,3.02,263504.0,339862,341523,7157,11168.0
2018,10,31,군포시,3.17,3609,3.22,107237.0,137729,139564,6807,5519.55
2018,10,31,구리시,3.42,6718,3.13,79447.0,100924,102294,1398,26544.5
2018,10,31,광주시,2.57,43,2.35,148745.0,185477,176453,12779,83.852
2018,10,31,고양시,2.91,298,2.81,415905.0,511752,531377,12631,354.45
2018,11,1,화성시,2.63,39645,3.07,298639.0,389977,363282,39247,73981.5
2018,11,1,하남시,3.43,60,3.43,104047.0,126257,124998,2358,3035.5
2018,11,1,포천시,2.72,3285,2.97,69443.0,79517,71588,12758,6472.65
2018,11,1,평택시,2.52,3718,3.06,213777.0,253788,240928,22949,6770.7
2018,11,1,파주시,2.8,14286,3.23,187953.0,228850,222168,11206,25019.4
2018,11,1,이천시,2.62,6311,3.08,89390.0,110042,104458,7432,13532.45
2018,11,1,의정부시,2.84,2607,3.17,184304.0,219695,225937,4544,4486.95
2018,11,1,의왕시,2.04,3444,2.97,58815.0,76715,76955,1151,16975.5
2018,11,1,용인시,2.72,58827,3.15,388384.0,512918,519562,18529,98344.3
2018,11,1,오산시,2.67,12768,3.17,89563.0,113096,106618,9370,23086.85
2018,11,1,여주시,2.62,2000,3.03,49544.0,56500,55103,3563,4347.9
2018,11,1,양주시,2.76,9110,3.2,88630.0,109694,106610,7301,15586.95
2018,11,1,안양시,2.66,2018,2.98,222557.0,286581,291573,7378,3387.45
2018,11,1,시흥시,2.45,713,2.96,179881.0,233513,212738,34440,1185.25
2018,11,1,수원시팔달구,2.64,6971,3.14,40931.0,605455,596655,0,10875.6
2018,11,1,수원시영통구,2.68,26246,3.15,40931.0,605455,596655,0,41731.4
2018,11,1,수원시장안구,2.82,15361,3.32,492576.0,605455,596655,40931,25207.3
2018,11,1,수원시권선구,2.68,21290,3.14,40931.0,605455,596655,0,35383.4
2018,11,1,성남시분당구,2.52,281,2.95,17903.0,472882,482037,0,382.15
2018,11,1,성남시중원구,2.02,87,2.82,17903.0,472882,482037,0,104.8
2018,11,1,부천시,2.7,7315,3.16,338692.0,420793,424160,24156,12017.1
2018,11,1,동두천시,2.78,3593,3.14,42906.0,48031,48316,3362,6439.15
2018,11,1,남양주시,2.95,6634,3.37,263984.0,339883,341652,7165,11868.5
2018,11,1,군포시,2.49,3167,2.98,107396.0,137645,139460,6919,4960.65
2018,11,1,구리시,2.31,6350,3.07,79670.0,101144,102467,1412,19899.5
2018,11,1,광주시,2.94,41,3.23,149519.0,186001,177055,12938,79.968
2018,11,1,고양시,2.9,363,3.78,416954.0,512224,531734,12650,380.9
2018,11,2,화성시,2.69,39994,3.1,298639.0,389977,363282,39247,75690.49
2018,11,2,하남시,3.86,69,3.94,104047.0,126257,124998,2358,3414.0
2018,11,2,포천시,3.11,3723,3.37,69443.0,79517,71588,12758,7377.4
2018,11,2,평택시,2.7,3904,3.21,213777.0,253788,240928,22949,7257.35
2018,11,2,파주시,2.84,14397,3.25,187953.0,228850,222168,11206,25373.5
2018,11,2,이천시,2.65,6264,3.05,89390.0,110042,104458,7432,13651.15
2018,11,2,의정부시,2.62,2438,2.96,184304.0,219695,225937,4544,4138.55
2018,11,2,의왕시,3.38,3822,3.3,58815.0,76715,76955,1151,28126.45
2018,11,2,용인시,2.69,57654,3.09,388384.0,512918,519562,18529,97306.05
2018,11,2,오산시,2.73,12953,3.21,89563.0,113096,106618,9370,23586.6
2018,11,2,여주시,2.76,2075,3.15,49544.0,56500,55103,3563,4581.9
2018,11,2,양주시,2.83,9296,3.26,88630.0,109694,106610,7301,15960.2
2018,11,2,안양시,2.75,2091,3.09,222557.0,286581,291573,7378,3496.25
2018,11,2,시흥시,2.63,767,3.18,179881.0,233513,212738,34440,1275.15
2018,11,2,수원시팔달구,2.72,6943,3.13,40931.0,605455,596655,0,11207.35
2018,11,2,수원시장안구,2.56,14070,3.04,492576.0,605455,596655,40931,22891.3
2018,11,2,수원시권선구,2.65,21224,3.13,40931.0,605455,596655,0,34958.85
2018,11,2,수원시영통구,2.61,25523,3.06,40931.0,605455,596655,0,40608.5
2018,11,2,성남시중원구,2.54,103,3.34,17903.0,472882,482037,0,131.45
2018,11,2,성남시분당구,3.02,308,3.23,17903.0,472882,482037,0,457.0
2018,11,2,부천시,2.82,7590,3.27,338692.0,420793,424160,24156,12567.25
2018,11,2,동두천시,2.85,3763,3.29,42906.0,48031,48316,3362,6611.45
2018,11,2,남양주시,2.88,6369,3.24,263984.0,339883,341652,7165,11615.6
2018,11,2,군포시,2.52,3263,3.07,107396.0,137645,139460,6919,5020.05
2018,11,2,구리시,3.26,6722,3.25,79670.0,101144,102467,1412,28010.7
2018,11,2,광주시,1.84,27,2.13,149519.0,186001,177055,12938,50.0
2018,11,2,고양시,2.28,270,2.81,416954.0,512224,531734,12650,299.5
2018,11,3,화성시,2.84,39754,3.08,298639.0,389977,363282,39247,79905.53
2018,11,3,하남시,2.84,58,3.31,104047.0,126257,124998,2358,2517.5
2018,11,3,포천시,3.32,3732,3.38,69443.0,79517,71588,12758,7887.05
2018,11,3,평택시,2.9,3824,3.15,213777.0,253788,240928,22949,7796.55
2018,11,3,파주시,3.02,14064,3.18,187953.0,228850,222168,11206,26966.7
2018,11,3,이천시,2.93,6551,3.19,89390.0,110042,104458,7432,15111.95
2018,11,3,의정부시,3.32,2741,3.33,184304.0,219695,225937,4544,5242.95
2018,11,3,의왕시,2.31,3708,3.2,58815.0,76715,76955,1151,19220.9
2018,11,3,용인시,2.87,57709,3.1,388384.0,512918,519562,18529,103455.1
2018,11,3,오산시,2.98,13304,3.3,89563.0,113096,106618,9370,25742.85
2018,11,3,여주시,3.17,2201,3.34,49544.0,56500,55103,3563,5255.2
2018,11,3,양주시,3.05,9206,3.23,88630.0,109694,106610,7301,17224.35
2018,11,3,안양시,3.12,2297,3.39,222557.0,286581,291573,7378,3969.7
2018,11,3,시흥시,2.79,766,3.18,179881.0,233513,212738,34440,1351.6
2018,11,3,수원시팔달구,2.86,6945,3.13,40931.0,605455,596655,0,11784.6
2018,11,3,수원시영통구,2.86,25681,3.08,40931.0,605455,596655,0,44547.7
2018,11,3,수원시장안구,2.77,13956,3.01,492576.0,605455,596655,40931,24772.25
2018,11,3,수원시권선구,2.85,21188,3.12,40931.0,605455,596655,0,37548.35
2018,11,3,성남시분당구,3.29,288,3.02,17903.0,472882,482037,0,497.95
2018,11,3,성남시중원구,2.17,92,2.98,17903.0,472882,482037,0,112.45
2018,11,3,부천시,3.04,7687,3.32,338692.0,420793,424160,24156,13542.5
2018,11,3,동두천시,3.26,3787,3.31,42906.0,48031,48316,3362,7551.35
2018,11,3,남양주시,2.95,6226,3.16,263984.0,339883,341652,7165,11886.45
2018,11,3,군포시,2.74,3209,3.02,107396.0,137645,139460,6919,5458.9
2018,11,3,구리시,2.32,6129,2.97,79670.0,101144,102467,1412,19911.95
2018,11,3,고양시,2.71,282,2.94,416954.0,512224,531734,12650,355.85
2018,11,4,화성시,4.05,54400,4.22,298639.0,389977,363282,39247,113731.13
2018,11,4,하남시,4.59,83,4.74,104047.0,126257,124998,2358,4065.5
2018,11,4,포천시,3.94,4216,3.82,69443.0,79517,71588,12758,9355.7
2018,11,4,평택시,3.72,4587,3.78,213777.0,253788,240928,22949,9993.35
2018,11,4,파주시,3.64,15850,3.58,187953.0,228850,222168,11206,32570.6
2018,11,4,이천시,4.01,8264,4.03,89390.0,110042,104458,7432,20714.4
2018,11,4,의정부시,3.68,3249,3.95,184304.0,219695,225937,4544,5816.25
2018,11,4,의왕시,0.91,4298,3.71,58815.0,76715,76955,1151,7601.8
2018,11,4,용인시,3.75,72014,3.86,388384.0,512918,519562,18529,135420.6
2018,11,4,오산시,4.12,17135,4.25,89563.0,113096,106618,9370,35575.65
2018,11,4,여주시,4.15,2710,4.11,49544.0,56500,55103,3563,6883.8
2018,11,4,양주시,3.76,10681,3.75,88630.0,109694,106610,7301,21206.65
2018,11,4,안양시,4.22,3100,4.58,222557.0,286581,291573,7378,5373.25
2018,11,4,시흥시,3.74,916,3.8,179881.0,233513,212738,34440,1815.0
2018,11,4,수원시영통구,3.73,32046,3.85,40931.0,605455,596655,0,58123.35
2018,11,4,수원시팔달구,3.64,8132,3.66,40931.0,605455,596655,0,15000.2
2018,11,4,수원시장안구,3.83,18435,3.98,492576.0,605455,596655,40931,34289.4
2018,11,4,수원시권선구,3.86,27167,4.01,40931.0,605455,596655,0,50862.95
2018,11,4,성남시분당구,3.44,349,3.66,17903.0,472882,482037,0,521.05
2018,11,4,성남시중원구,4.9,141,4.57,17903.0,472882,482037,0,253.95
2018,11,4,부천시,3.83,9277,4.0,338692.0,420793,424160,24156,17078.45
2018,11,4,동두천시,3.74,4144,3.62,42906.0,48031,48316,3362,8663.75
2018,11,4,남양주시,4.0,8345,4.24,263984.0,339883,341652,7165,16102.95
2018,11,4,군포시,3.72,4047,3.8,107396.0,137645,139460,6919,7393.6
2018,11,4,구리시,1.64,7587,3.67,79670.0,101144,102467,1412,14057.7
2018,11,4,고양시,2.71,266,2.77,416954.0,512224,531734,12650,355.85
2018,11,5,화성시,3.32,45975,3.57,298639.0,389977,363282,39247,93356.19
2018,11,5,하남시,3.73,67,3.83,104047.0,126257,124998,2358,3304.0
2018,11,5,포천시,3.65,3982,3.6,69443.0,79517,71588,12758,8666.6
2018,11,5,평택시,3.4,4347,3.58,213777.0,253788,240928,22949,9145.4
2018,11,5,파주시,3.41,15934,3.6,187953.0,228850,222168,11206,30446.1
2018,11,5,이천시,3.52,7329,3.57,89390.0,110042,104458,7432,18148.2
2018,11,5,의정부시,3.37,2915,3.54,184304.0,219695,225937,4544,5326.95
2018,11,5,의왕시,5.7,4197,3.62,58815.0,76715,76955,1151,47402.75
2018,11,5,용인시,3.39,67159,3.6,388384.0,512918,519562,18529,122495.85
2018,11,5,오산시,3.33,14419,3.58,89563.0,113096,106618,9370,28744.6
2018,11,5,여주시,3.33,2246,3.41,49544.0,56500,55103,3563,5523.2
2018,11,5,양주시,3.41,10253,3.6,88630.0,109694,106610,7301,19246.3
2018,11,5,안양시,2.89,2205,3.26,222557.0,286581,291573,7378,3681.95
2018,11,5,시흥시,3.25,845,3.51,179881.0,233513,212738,34440,1573.45
2018,11,5,수원시영통구,3.46,30682,3.68,40931.0,605455,596655,0,53800.35
2018,11,5,수원시권선구,3.22,23593,3.48,40931.0,605455,596655,0,42402.85
2018,11,5,수원시팔달구,3.34,8099,3.65,40931.0,605455,596655,0,13763.5
2018,11,5,수원시장안구,3.18,15894,3.43,492576.0,605455,596655,40931,28456.5
2018,11,5,성남시중원구,3.11,114,3.7,17903.0,472882,482037,0,161.3
2018,11,5,성남시분당구,3.47,349,3.66,17903.0,472882,482037,0,524.85
2018,11,5,부천시,3.4,8534,3.68,338692.0,420793,424160,24156,15138.9
2018,11,5,동두천시,3.22,3849,3.36,42906.0,48031,48316,3362,7454.3
2018,11,5,남양주시,3.34,7034,3.57,263984.0,339883,341652,7165,13462.35
2018,11,5,군포시,3.33,3893,3.66,107396.0,137645,139460,6919,6623.05
2018,11,5,구리시,4.71,7647,3.7,79670.0,101144,102467,1412,40457.7
2018,11,5,고양시,3.05,258,2.69,416954.0,512224,531734,12650,400.4
2018,11,6,화성시,2.83,40478,3.14,298639.0,389977,363282,39247,79678.82
2018,11,6,하남시,3.92,66,3.77,104047.0,126257,124998,2358,3472.0
2018,11,6,포천시,3.2,3696,3.34,69443.0,79517,71588,12758,7594.5
2018,11,6,평택시,2.97,4036,3.32,213777.0,253788,240928,22949,7972.5
2018,11,6,파주시,3.22,15549,3.51,187953.0,228850,222168,11206,28810.7
2018,11,6,이천시,2.98,6695,3.26,89390.0,110042,104458,7432,15387.2
2018,11,6,의정부시,2.95,2689,3.27,184304.0,219695,225937,4544,4653.6
2018,11,6,의왕시,2.8,3794,3.27,58815.0,76715,76955,1151,23280.0
2018,11,6,용인시,2.97,61185,3.28,388384.0,512918,519562,18529,107205.35
2018,11,6,오산시,3.25,14915,3.7,89563.0,113096,106618,9370,28062.95
2018,11,6,여주시,3.1,2178,3.3,49544.0,56500,55103,3563,5142.8
2018,11,6,양주시,3.14,9581,3.36,88630.0,109694,106610,7301,17682.2
2018,11,6,안양시,2.83,2106,3.11,222557.0,286581,291573,7378,3593.35
2018,11,6,시흥시,3.03,787,3.27,179881.0,233513,212738,34440,1471.1
2018,11,6,수원시팔달구,2.98,7256,3.27,40931.0,605455,596655,0,12276.75
2018,11,6,수원시영통구,2.86,26781,3.21,40931.0,605455,596655,0,44536.9
2018,11,6,수원시장안구,2.81,14412,3.11,492576.0,605455,596655,40931,25182.55
2018,11,6,수원시권선구,2.87,21973,3.24,40931.0,605455,596655,0,37874.65
2018,11,6,성남시중원구,2.85,109,3.53,17903.0,472882,482037,0,147.7
2018,11,6,성남시분당구,3.5,351,3.68,17903.0,472882,482037,0,530.6
2018,11,6,부천시,2.96,7710,3.33,338692.0,420793,424160,24156,13210.9
2018,11,6,동두천시,2.9,3523,3.08,42906.0,48031,48316,3362,6717.2
2018,11,6,남양주시,2.92,6237,3.17,263984.0,339883,341652,7165,11772.8
2018,11,6,군포시,2.92,3519,3.31,107396.0,137645,139460,6919,5817.4
2018,11,6,구리시,3.47,6682,3.24,79670.0,101144,102467,1412,29854.3
2018,11,6,광주시,2.12,28,2.2,149519.0,186001,177055,12938,57.7
2018,11,6,고양시,2.71,308,3.21,416954.0,512224,531734,12650,355.15
2018,11,7,화성시,2.93,41777,3.24,298639.0,389977,363282,39247,82455.34
2018,11,7,하남시,3.31,60,3.43,104047.0,126257,124998,2358,2931.0
2018,11,7,포천시,3.01,3549,3.21,69443.0,79517,71588,12758,7147.75
2018,11,7,평택시,2.88,3934,3.24,213777.0,253788,240928,22949,7752.35
2018,11,7,파주시,3.04,14469,3.27,187953.0,228850,222168,11206,27192.25
2018,11,7,이천시,3.07,6786,3.31,89390.0,110042,104458,7432,15821.8
2018,11,7,의정부시,3.01,2612,3.18,184304.0,219695,225937,4544,4750.25
2018,11,7,의왕시,3.34,3886,3.35,58815.0,76715,76955,1151,27723.25
2018,11,7,용인시,3.02,61826,3.32,388384.0,512918,519562,18529,109155.1
2018,11,7,오산시,2.51,11823,2.93,89563.0,113096,106618,9370,21712.95
2018,11,7,여주시,3.05,2134,3.24,49544.0,56500,55103,3563,5055.6
2018,11,7,양주시,2.97,9159,3.21,88630.0,109694,106610,7301,16753.4
2018,11,7,안양시,3.14,2422,3.58,222557.0,286581,291573,7378,3997.35
2018,11,7,시흥시,2.95,795,3.3,179881.0,233513,212738,34440,1428.55
2018,11,7,수원시영통구,2.98,27816,3.34,40931.0,605455,596655,0,46328.35
2018,11,7,수원시장안구,3.04,15741,3.4,492576.0,605455,596655,40931,27241.25
2018,11,7,수원시권선구,2.96,22283,3.29,40931.0,605455,596655,0,39053.95
